href,id,contents,key,date,contents_order
/bbs/Gossiping/M.1633048352.A.7F2.html,qaz786397, 500萬劑的訂金都付了，其實開發失敗也無所謂,聯亞, 124.218.218.44 10/01 08:34 ,5
/bbs/Gossiping/M.1633048352.A.7F2.html,LoveMakeLove, 覺得社會黑暗吧，有關係什麼都能過沒辦法台灣是裙帶資本主義前五名的國家,聯亞,  36.226.213.21 10/01 08:35 ,6
/bbs/Gossiping/M.1633048352.A.7F2.html,t90961248, 留在鬼島沒前途 去大陸發展比較好,聯亞,  110.28.40.177 10/01 08:38 ,7
/bbs/Gossiping/M.1633048352.A.7F2.html,qqq87112, 笑死。你打到其他國產,聯亞, 111.253.37.218 10/01 08:39 ,8
/bbs/Gossiping/M.1633048352.A.7F2.html,SRadiant, 自己爛能怪誰？聯亞若是能過才叫靠關係吧,聯亞,  111.82.236.60 10/01 08:41 ,9
/bbs/Gossiping/M.1633048352.A.7F2.html,Forcast, eua過了嗎，反正後面還要一直加強針,聯亞,   1.160.46.198 10/01 08:41 ,10
/bbs/Gossiping/M.1633048352.A.7F2.html,pippen2002, 蘇貞昌表示我現有1962萬多劑疫苗,聯亞,  114.34.73.106 10/01 08:44 ,11
/bbs/Gossiping/M.1633048352.A.7F2.html,meta41110, 凸( ﾟдﾟ)凸500萬劑錢還是收爽爽有差嘛我們政府有錢阿,聯亞,  114.40.68.137 10/01 08:51 ,12
/bbs/Gossiping/M.1633048352.A.7F2.html,em4, https//i.imgur.com/xLhA2jg.jpg,聯亞, 27.246.194.144 10/01 08:52 ,13
/bbs/Gossiping/M.1633048352.A.7F2.html,wise0701, 如果是聯亞我可以,聯亞, 223.137.153.38 10/01 08:56 ,14
/bbs/Gossiping/M.1633048352.A.7F2.html,newqazwsx, 叫他出來爆料一下吧,聯亞,  42.73.178.142 10/01 08:58 ,15
/bbs/Gossiping/M.1633048352.A.7F2.html,REMEMBERYAU, 流感化的話以後半年一針或一年一針看起來是逃不過了,聯亞,   112.78.70.31 10/01 09:09 ,16
/bbs/Gossiping/M.1633048352.A.7F2.html,beercat, 如果三期成功還是可以超車高端,聯亞,    42.77.28.20 10/01 09:09 ,17
/bbs/Gossiping/M.1633048352.A.7F2.html,SRadiant, 聯亞的三期還沒看到影呢,聯亞,  111.82.236.60 10/01 09:55 ,18
/bbs/Gossiping/M.1632988278.A.407.html,QQBB, 我ok，樓下打,聯亞,  114.136.229.5 09/30 15:51 ,1
/bbs/Gossiping/M.1632988278.A.407.html,Israfil, 我才不要.jpg,聯亞, 60.250.198.176 09/30 15:51 ,2
/bbs/Gossiping/M.1632988278.A.407.html,tudou5566, 能出國嗎重點,聯亞, 111.71.115.169 09/30 15:52 ,3
/bbs/Gossiping/M.1632988278.A.407.html,TexasFlood, 不要==高端都慘成那樣了,聯亞,   118.1.182.29 09/30 15:52 ,4
/bbs/Gossiping/M.1632988278.A.407.html,benny70104, 能出國就打啊,聯亞,   42.73.191.22 09/30 15:52 ,5
/bbs/Gossiping/M.1632988278.A.407.html,snobbish, 有三期期中報告就會打啊,聯亞,223.136.202.252 09/30 15:52 ,6
/bbs/Gossiping/M.1632988278.A.407.html,AustinRivers, 不重要  有美國人打的bnt幹嘛要其他的,聯亞,    39.8.138.62 09/30 15:53 ,7
/bbs/Gossiping/M.1632988278.A.407.html,koromo1991, 先看能入境幾國再說只能去印尼是要打三小,聯亞,  114.45.50.147 09/30 15:54 ,8
/bbs/Gossiping/M.1632988278.A.407.html,wchad, 他已經錯過了,聯亞,  110.28.158.23 09/30 15:55 ,9
/bbs/Gossiping/M.1632988278.A.407.html,sulichun, 現在還會信政府鬼話的智商堪慮,聯亞,  114.24.24.101 09/30 15:57 ,10
/bbs/Gossiping/M.1632988278.A.407.html,dasuperray, 高端都不打了 還打聯亞XD不過以AZ為標準應該是兩家廠商都同意以為簡單XD 結果有人翻車,聯亞,  59.115.118.10 09/30 15:58 ,11
/bbs/Gossiping/M.1632988278.A.407.html,ben745018, 打上國產都會被罵成狗,聯亞, 180.217.23.137 09/30 15:59 ,12
/bbs/Gossiping/M.1632988278.A.407.html,ChungLi5566, 沒有如果,聯亞,223.137.229.239 09/30 15:59 ,13
/bbs/Gossiping/M.1632988278.A.407.html,widec, 到時都打完了吧,聯亞,   36.232.27.33 09/30 16:01 ,14
/bbs/Gossiping/M.1632988278.A.407.html,krodang, 連高端這種都敢打了,聯亞,   61.57.91.225 09/30 16:02 ,15
/bbs/Gossiping/M.1632988278.A.407.html,a2018197, 先三期再說,聯亞,180.217.211.199 09/30 16:03 ,16
/bbs/Gossiping/M.1632988278.A.407.html,CPer, 大家都打差不多了 是還有誰要打,聯亞, 220.138.48.101 09/30 16:03 ,17
/bbs/Gossiping/M.1632988278.A.407.html,Forcast, 之後要打加強劑也是躲不掉的,聯亞,  118.163.53.25 09/30 16:04 ,18
/bbs/Gossiping/M.1632988278.A.407.html,Tsubasa1008, 沒有三期期中都別想,聯亞, 211.20.251.181 09/30 16:07 ,19
/bbs/Gossiping/M.1632988278.A.407.html,tudou5566, 就問一句 黨苗多少二類「黨員」打了,聯亞, 111.71.115.169 09/30 16:08 ,20
/bbs/Gossiping/M.1632988278.A.407.html,kai3368, 不會 等做完三期再說,聯亞,   36.232.49.58 09/30 16:19 ,21
/bbs/Gossiping/M.1632988278.A.407.html,SRadiant, 只有多少人打第三劑你知道嗎？設計打兩劑發現比人差，打了第三劑再說比人好？有這麼比的？對了，回答你一下，50人,聯亞,  114.136.217.9 09/30 16:23 ,22
/bbs/Gossiping/M.1632988278.A.407.html,cisyong, ？不會....你有免費的iPhone不用嗎？,聯亞, 49.217.202.165 09/30 16:24 ,23
/bbs/Gossiping/M.1632988278.A.407.html,nothungry, 通過美國eua的話,聯亞, 114.137.21.155 09/30 16:28 ,24
/bbs/Gossiping/M.1632988278.A.407.html,specialcook, 有歐洲車你會開裕隆喔,聯亞,223.140.235.107 09/30 16:32 ,25
/bbs/Gossiping/M.1632988278.A.407.html,OrcDaGG, 打 都打,聯亞,  1.165.193.142 09/30 16:34 ,26
/bbs/Gossiping/M.1632988278.A.407.html,SRadiant, 拿50人數據申請EUA，如果會過那真的是台灣奇蹟了,聯亞,  114.136.217.9 09/30 16:34 ,27
/bbs/Gossiping/M.1632988278.A.407.html,kenyeh001, 三期至少做過再來提吧,聯亞,223.141.213.218 09/30 16:36 ,28
/bbs/Gossiping/M.1632988278.A.407.html,jei01, 聽說台灣食藥署全世界最嚴格只接受免疫橋接，且比AZ抗體多的疫苗,聯亞,    39.10.5.144 09/30 17:14 ,29
/bbs/Gossiping/M.1632988278.A.407.html,bueller, 如果規劃打兩劑，匡列兩劑的錢，結果你現在堅持要三劑才有效果，你是要第三劑免費嗎？,聯亞,114.137.163.172 09/30 18:47 ,30
/bbs/Gossiping/M.1632988278.A.407.html,loveapple33, 可以被世界疫苗護照認證的話就沒差了吧！,聯亞,    39.9.202.78 10/01 07:22 ,31
/bbs/Gossiping/M.1632988278.A.407.html,preisner, 有先通過WHO認證就可以啊,聯亞,  60.248.161.28 10/01 09:57 ,32
/bbs/Gossiping/M.1632988278.A.407.html,dogkorea5566, 能出國再說,聯亞,  101.12.43.199 10/01 10:01 ,33
/bbs/Gossiping/M.1632988278.A.407.html,ultraccs, 會打的都打高端了 還是去做三期吧,聯亞,112.105.115.236 10/01 11:45 ,34
/bbs/Gossiping/M.1632120743.A.958.html,hy543, 爪爪,聯亞,   1.200.21.126 09/20 14:52 ,1
/bbs/Gossiping/M.1632120743.A.958.html,s820912gmail, 兄弟象？,聯亞,  101.10.14.210 09/20 14:52 ,2
/bbs/Gossiping/M.1632120743.A.958.html,AustinRivers, 無感  歐美穩穩的不買嗎,聯亞, 110.26.102.200 09/20 14:53 ,3
/bbs/Gossiping/M.1632120743.A.958.html,alex00089, 改叫夏亞啊,聯亞,    42.75.38.94 09/20 14:53 ,4
/bbs/Gossiping/M.1632120743.A.958.html,headcase, 不是黨親生的,聯亞,   39.12.70.222 09/20 14:54 ,5
/bbs/Gossiping/M.1632120743.A.958.html,kumori, 聯亞就被打成9.2 4%支持的啊 我都不知道,聯亞, 123.194.15.245 09/20 14:55 ,6
/bbs/Gossiping/M.1632120743.A.958.html,bill403777, 誰,聯亞,   42.72.111.60 09/20 14:55 ,7
/bbs/Gossiping/M.1632120743.A.958.html,kumori, 為什麼,聯亞, 123.194.15.245 09/20 14:55 ,8
/bbs/Gossiping/M.1632120743.A.958.html,fireda, EUA都拿不到還能幹嘛留在這裡惹人嫌嗎,聯亞,125.227.174.151 09/20 14:56 ,9
/bbs/Gossiping/M.1632120743.A.958.html,hn15835163, 聯亞怎麼比得上高端,聯亞, 125.230.50.173 09/20 14:58 ,10
/bbs/Gossiping/M.1632120743.A.958.html,okichan, 爪爪：嗆屁嗆,聯亞, 111.250.44.204 09/20 14:59 ,11
/bbs/Gossiping/M.1632120743.A.958.html,bigcho, 台灣價值的差異,聯亞, 218.166.22.143 09/20 14:59 ,12
/bbs/Gossiping/M.1632120743.A.958.html,JingPingKing, 那個已經沒用了,聯亞,   111.83.229.8 09/20 15:01 ,13
/bbs/Gossiping/M.1632120743.A.958.html,swearflycc, 數據就是比高端差  能怎麼辦?,聯亞,  223.138.57.68 09/20 15:02 ,14
/bbs/Gossiping/M.1632120743.A.958.html,hydralee, 聯亞打三劑超強好唄,聯亞, 223.137.10.194 09/20 15:07 ,15
/bbs/Gossiping/M.1632120743.A.958.html,feichai5566, 超可憐沒人關注沒人輔導,聯亞,  223.136.126.7 09/20 15:36 ,16
/bbs/Gossiping/M.1632120743.A.958.html,seanidiot, 第三劑也就那50人的資料，是一開始安排的實驗還是後面推上線的實驗？,聯亞,   42.77.78.214 09/20 17:01 ,17
/bbs/Gossiping/M.1631766122.A.C33.html,poolknight, 科興啦,聯亞, 223.137.204.75 09/16 12:22 ,1
/bbs/Gossiping/M.1631766122.A.C33.html,coollfd, 先通過黨的EUA再說啦 嘻嘻,聯亞, 223.136.96.139 09/16 12:22 ,2
/bbs/Gossiping/M.1631766122.A.C33.html,sky568127,  https//i.imgur.com/gnaODsr.jpg,聯亞,  42.72.157.144 09/16 12:22 ,3
/bbs/Gossiping/M.1631766122.A.C33.html,poolknight, 實質統一,聯亞, 223.137.204.75 09/16 12:22 ,4
/bbs/Gossiping/M.1631766122.A.C33.html,jma306,  政府不圖利聯亞  沒搞頭  只能自己慢慢來,聯亞,   114.26.81.15 09/16 12:22 ,5
/bbs/Gossiping/M.1631766122.A.C33.html,poolknight, 我大張主席統一中國,聯亞, 223.137.204.75 09/16 12:23 ,6
/bbs/Gossiping/M.1631766122.A.C33.html,flyinmagic, 當然是哥倆好高端,聯亞,  1.163.180.187 09/16 12:23 ,7
/bbs/Gossiping/M.1631766122.A.C33.html,guhong, 政府對聯雅很嚴格啦 成為高端的競爭者怎辦,聯亞,   1.200.47.239 09/16 12:23 ,8
/bbs/Gossiping/M.1631766122.A.C33.html,michaelwu, 跟高端吧,聯亞,  1.164.221.203 09/16 12:24 ,9
/bbs/Gossiping/M.1631766122.A.C33.html,whitenoise, 聯亞黑掉了好嗎,聯亞,223.139.172.101 09/16 12:26 ,10
/bbs/Gossiping/M.1631766122.A.C33.html,mask99, 高端,聯亞,  49.216.45.135 09/16 12:48 ,11
/bbs/Gossiping/M.1631766122.A.C33.html,SRadiant, 標準一樣，是聯亞數據太爛好嗎？,聯亞, 223.137.191.26 09/16 12:59 ,12
/bbs/Gossiping/M.1631766122.A.C33.html,odem, 明明就eua標準 只為高端過關,聯亞,  118.167.225.3 09/16 13:09 ,13
/bbs/Gossiping/M.1631762260.A.F98.html,aure0914, 可憐吶，聯亞被黑箱做掉了,聯亞,   49.216.49.71 09/16 11:17 ,1
/bbs/Gossiping/M.1631762260.A.F98.html,firemothra, 這問題不太健康,聯亞,  114.40.61.132 09/16 11:18 ,2
/bbs/Gossiping/M.1631762260.A.F98.html,cytotoxic, 分不到羹翻臉了,聯亞, 60.248.106.181 09/16 11:18 ,3
/bbs/Gossiping/M.1631762260.A.F98.html,Submicromete, 聯亞還沒學乖？,聯亞,   42.77.20.217 09/16 11:18 ,4
/bbs/Gossiping/M.1631762260.A.F98.html,aure0914, 政府就是要炒高端,聯亞,   49.216.49.71 09/16 11:18 ,5
/bbs/Gossiping/M.1631762260.A.F98.html,kcclasaki, 不是不公怖 是還沒公佈,聯亞,  118.171.17.87 09/16 11:18 ,6
/bbs/Gossiping/M.1631762260.A.F98.html,SSCSFE, 下禮拜五再問,聯亞, 169.232.190.40 09/16 11:18 ,7
/bbs/Gossiping/M.1631762260.A.F98.html,CMPunk, 好了啦 聯亞乖乖做三期,聯亞,   110.28.6.218 09/16 11:18 ,8
/bbs/Gossiping/M.1631762260.A.F98.html,oyaji5566, 粗暴言論duck不必,聯亞, 223.137.29.126 09/16 11:19 ,9
/bbs/Gossiping/M.1631762260.A.F98.html,superya, 綠共護航,聯亞,    101.10.1.64 09/16 11:19 ,10
/bbs/Gossiping/M.1631762260.A.F98.html,LimYoHwan, 多送點股票給萊英文不會？,聯亞,   42.72.208.69 09/16 11:19 ,11
/bbs/Gossiping/M.1631762260.A.F98.html,lolic, 可憐哪 還爭,聯亞,   111.71.124.8 09/16 11:19 ,12
/bbs/Gossiping/M.1631762260.A.F98.html,bruce511239, 不是每個醫師都懂免疫橋接,聯亞,   1.200.142.24 09/16 11:19 ,13
/bbs/Gossiping/M.1631762260.A.F98.html,moccabranco, 蓋牌組織第一天認識？,聯亞,   111.82.50.99 09/16 11:19 ,14
/bbs/Gossiping/M.1631762260.A.F98.html,newsun1997, XDDDD,聯亞, 123.192.107.19 09/16 11:19 ,15
/bbs/Gossiping/M.1631762260.A.F98.html,maximu, 可憐哪,聯亞,223.139.200.242 09/16 11:20 ,16
/bbs/Gossiping/M.1631762260.A.F98.html,ef863756, 粗暴的言論 大可不必,聯亞, 118.163.49.180 09/16 11:20 ,17
/bbs/Gossiping/M.1631762260.A.F98.html,coollfd, 都繼續蓋牌繼續爽 掀牌的都是9.2,聯亞, 223.136.96.139 09/16 11:20 ,18
/bbs/Gossiping/M.1631762260.A.F98.html,milk250, 高端像後母的親生兒子  聯亞是前妻的拖油,聯亞, 61.231.109.137 09/16 11:20 ,19
/bbs/Gossiping/M.1631762260.A.F98.html,obdv, 好少,聯亞,  115.167.46.34 09/16 11:20 ,20
/bbs/Gossiping/M.1631762260.A.F98.html,milk250, 瓶,聯亞, 61.231.109.137 09/16 11:20 ,21
/bbs/Gossiping/M.1631762260.A.F98.html,JackaLMeI, the 蓋,聯亞,  223.140.84.27 09/16 11:20 ,22
/bbs/Gossiping/M.1631762260.A.F98.html,Laucus, 公布數據大可不必,聯亞,   59.115.70.19 09/16 11:20 ,23
/bbs/Gossiping/M.1631762260.A.F98.html,ChungLi5566, 跟國光一起去旁邊玩沙,聯亞, 223.137.49.202 09/16 11:20 ,24
/bbs/Gossiping/M.1631762260.A.F98.html,bluedon, 粗暴的言論 Duck 不必,聯亞,  211.72.111.32 09/16 11:20 ,25
/bbs/Gossiping/M.1631762260.A.F98.html,hamasakiayu, 趕快輸誠看看有沒有機會啦,聯亞,  114.24.86.191 09/16 11:20 ,26
/bbs/Gossiping/M.1631762260.A.F98.html,zakijudelo, 顏色錯誤，塔綠班不會給你賺啦，圖利國產只限高端喔～嘻嘻,聯亞,  101.12.33.163 09/16 11:20 ,27
/bbs/Gossiping/M.1631762260.A.F98.html,kenjustice, 這問題很不健康啦齁,聯亞,220.128.103.183 09/16 11:20 ,28
/bbs/Gossiping/M.1631762260.A.F98.html,bmchaos, 你完蛋了透尼,聯亞,  27.52.198.194 09/16 11:20 ,29
/bbs/Gossiping/M.1631762260.A.F98.html,fulongb210f, 居心叵測的問題，麻煩節制,聯亞, 101.137.145.94 09/16 11:21 ,30
/bbs/Gossiping/M.1631762260.A.F98.html,milk250, 我來教聯亞  知道什麼內幕就全部爆出來,聯亞, 61.231.109.137 09/16 11:21 ,31
/bbs/Gossiping/M.1631762260.A.F98.html,Tjpmars, 就50個人追加第三劑就想再次申請EUA?,聯亞,122.117.100.230 09/16 11:21 ,32
/bbs/Gossiping/M.1631762260.A.F98.html,milk250, 疫苗過不了至少把政府轟爛  歷史會有一席地位的,聯亞, 61.231.109.137 09/16 11:21 ,33
/bbs/Gossiping/M.1631762260.A.F98.html,lesnaree2, 沒拿錢來 我怎麼幫你,聯亞, 223.140.178.47 09/16 11:21 ,34
/bbs/Gossiping/M.1631762260.A.F98.html,ddijk, 粗暴的懷疑 Duck不必,聯亞,  1.173.170.245 09/16 11:21 ,35
/bbs/Gossiping/M.1631762260.A.F98.html,Tjpmars, 是沒看高端現在才多少人打?你們還被楊志,聯亞,122.117.100.230 09/16 11:21 ,36
/bbs/Gossiping/M.1631762260.A.F98.html,Yuwuen, 連雅的政治力不足,聯亞,  36.234.193.64 09/16 11:21 ,37
/bbs/Gossiping/M.1631762260.A.F98.html,Tjpmars, 公開說打了沒效...,聯亞,122.117.100.230 09/16 11:21 ,38
/bbs/Gossiping/M.1631762260.A.F98.html,babyMclaren, 居心叵測,聯亞,122.116.167.141 09/16 11:22 ,39
/bbs/Gossiping/M.1631762260.A.F98.html,BaRanKa, 燻雞剖廁啦,聯亞, 210.242.38.140 09/16 11:22 ,40
/bbs/Gossiping/M.1631762260.A.F98.html,matt40413, 怎麼不早說,聯亞,  27.247.37.121 09/16 11:22 ,41
/bbs/Gossiping/M.1631762260.A.F98.html,azeroth, 聯亞不乖難怪不給過= =,聯亞, 220.143.203.61 09/16 11:22 ,42
/bbs/Gossiping/M.1631762260.A.F98.html,wicer, 內鬨? 期待爆料,聯亞, 115.217.18.189 09/16 11:22 ,43
/bbs/Gossiping/M.1631762260.A.F98.html,wonder007, CDC直接跟黑水國際槓上惹,聯亞,   203.66.246.4 09/16 11:22 ,44
/bbs/Gossiping/M.1631762260.A.F98.html,phina005, 聯亞造反了嗎,聯亞,223.139.166.154 09/16 11:23 ,45
/bbs/Gossiping/M.1631762260.A.F98.html,funkD, 再問就是居心叵測,聯亞, 111.71.214.129 09/16 11:23 ,46
/bbs/Gossiping/M.1631762260.A.F98.html,HatanoKokoro, 這個記者的文筆是怎麼了,聯亞,223.139.250.202 09/16 11:23 ,47
/bbs/Gossiping/M.1631762260.A.F98.html,werqq, 這個問題不健康,聯亞,223.140.185.135 09/16 11:24 ,48
/bbs/Gossiping/M.1631762260.A.F98.html,jerrykyo, 道歉一次不夠 要再道歉第二次嗎,聯亞,    1.34.210.83 09/16 11:24 ,49
/bbs/Gossiping/M.1631762260.A.F98.html,pttxo, 高端都打入幾十萬人了 太多意見會造成恐慌,聯亞,  114.45.77.225 09/16 11:24 ,50
/bbs/Gossiping/M.1631762260.A.F98.html,Aqqqa, 貴公司是不是什麼都照規矩來?,聯亞,  163.25.94.210 09/16 11:24 ,51
/bbs/Gossiping/M.1631762260.A.F98.html,DORAQMON, 要查查有無回扣？？,聯亞, 180.217.46.180 09/16 11:24 ,52
/bbs/Gossiping/M.1631762260.A.F98.html,phina005, 同樣是國產藥，高端仔會進攻嗎,聯亞,223.139.166.154 09/16 11:24 ,53
/bbs/Gossiping/M.1631762260.A.F98.html,js52666, 誰叫你不聽話 不給你菜渣吃了,聯亞,  118.170.38.68 09/16 11:24 ,54
/bbs/Gossiping/M.1631762260.A.F98.html,gowet, 陪考的去旁邊玩沙，真以為有本事阿?,聯亞,  1.175.157.113 09/16 11:24 ,55
/bbs/Gossiping/M.1631762260.A.F98.html,fufufugogogo, 笑死 不然你要投國民黨,聯亞,   180.217.3.45 09/16 11:25 ,56
/bbs/Gossiping/M.1631762260.A.F98.html,VenceYen, 真笨，還乖乖的提供科學數據，當金主就過,聯亞, 120.119.176.47 09/16 11:25 ,57
/bbs/Gossiping/M.1631762260.A.F98.html,a8330028, 印象中好像說是不同實驗室 所以不能比較,聯亞,  111.248.13.85 09/16 11:25 ,58
/bbs/Gossiping/M.1631762260.A.F98.html,ChenYenChou, 蓋牌組織好恐怖 比KMT黑箱還黑 連箱,聯亞, 180.217.36.105 09/16 11:25 ,59
/bbs/Gossiping/M.1631762260.A.F98.html,VenceYen, 了!還有人幫你護航,聯亞, 120.119.176.47 09/16 11:25 ,60
/bbs/Gossiping/M.1631762260.A.F98.html,ChenYenChou, 子都不給你 就不用黑箱了,聯亞, 180.217.36.105 09/16 11:25 ,61
/bbs/Gossiping/M.1631762260.A.F98.html,scott032, 3+11會議紀錄也不公布 神秘政府,聯亞,  1.172.107.139 09/16 11:25 ,62
/bbs/Gossiping/M.1631762260.A.F98.html,frlair, 你這種心態很不健康~Duck不嗶~,聯亞,  124.199.97.84 09/16 11:26 ,63
/bbs/Gossiping/M.1631762260.A.F98.html,JonBrockman, 聽說黑水很厲害？！真的嗎,聯亞, 223.137.111.67 09/16 11:26 ,64
/bbs/Gossiping/M.1631762260.A.F98.html,jerrylin, 直接拼國外上市吧  台灣只接受高端,聯亞,  114.38.216.77 09/16 11:26 ,65
/bbs/Gossiping/M.1631762260.A.F98.html,yenyen0403, 新試劑扶英戰士還真鐵齒,聯亞,223.139.228.151 09/16 11:26 ,66
/bbs/Gossiping/M.1631762260.A.F98.html,NagoyaOsaka, 真的過敢打國產的還是少數啦,聯亞,223.137.219.171 09/16 11:27 ,67
/bbs/Gossiping/M.1631762260.A.F98.html,tensan, 可憐沒受寵愛,聯亞, 114.137.75.194 09/16 11:27 ,68
/bbs/Gossiping/M.1631762260.A.F98.html,smartyuber, 這問題很不健康,聯亞,  27.247.34.186 09/16 11:28 ,69
/bbs/Gossiping/M.1631762260.A.F98.html,whitenoise, 聯亞你完蛋惹,聯亞,223.139.172.101 09/16 11:28 ,70
/bbs/Gossiping/M.1631762260.A.F98.html,daniel3658, 覺醒817最討厭黑箱了齁,聯亞,   117.56.55.45 09/16 11:28 ,71
/bbs/Gossiping/M.1631762260.A.F98.html,jeff12280, 滾動式調整,聯亞,220.133.116.182 09/16 11:29 ,72
/bbs/Gossiping/M.1631762260.A.F98.html,harry155007, 蒸丸 不可能過了,聯亞,150.116.126.135 09/16 11:29 ,73
/bbs/Gossiping/M.1631762260.A.F98.html,t81511270, 聯亞 你壞壞,聯亞,     1.168.46.3 09/16 11:29 ,74
/bbs/Gossiping/M.1631762260.A.F98.html,menshuei, 你還是放棄改作別的吧,聯亞,  180.217.15.93 09/16 11:29 ,75
/bbs/Gossiping/M.1631762260.A.F98.html,kidd085, 聯亞不要在那居心叵測,聯亞,  111.83.77.225 09/16 11:29 ,76
/bbs/Gossiping/M.1631762260.A.F98.html,Mradult, 聯亞到底想不想過EUA？跟政府開戰,聯亞, 111.82.112.190 09/16 11:30 ,77
/bbs/Gossiping/M.1631762260.A.F98.html,kelia3003, 党说的算,聯亞,  211.21.77.234 09/16 11:30 ,78
/bbs/Gossiping/M.1631762260.A.F98.html,jilluck, 這不是黑箱什麼才是黑箱,聯亞,  59.104.32.107 09/16 11:30 ,79
/bbs/Gossiping/M.1631762260.A.F98.html,amazingwow, 居心叵測 duck不必,聯亞, 111.81.104.189 09/16 11:30 ,80
/bbs/Gossiping/M.1631762260.A.F98.html,ajemtw, 高端EUA就是笑話，你聯亞乖乖做三期有這,聯亞,   104.129.16.8 09/16 11:30 ,81
/bbs/Gossiping/M.1631762260.A.F98.html,DON3000, 出征,聯亞, 180.217.144.87 09/16 11:30 ,82
/bbs/Gossiping/M.1631762260.A.F98.html,ajemtw, 麼難嗎,聯亞,   104.129.16.8 09/16 11:30 ,83
/bbs/Gossiping/M.1631762260.A.F98.html,askey, 不要太不滿,聯亞, 111.246.169.41 09/16 11:31 ,84
/bbs/Gossiping/M.1631762260.A.F98.html,imsasage, 党治國之下 你沒有党證了話還是算了,聯亞,223.141.213.254 09/16 11:31 ,85
/bbs/Gossiping/M.1631762260.A.F98.html,knight831022, 你這問題居心叵測,聯亞,   114.45.33.37 09/16 11:31 ,86
/bbs/Gossiping/M.1631762260.A.F98.html,sagarain, 好了啦,聯亞,111.241.208.231 09/16 11:31 ,87
/bbs/Gossiping/M.1631762260.A.F98.html,PKmos, 質疑專業的猜測大可不必,聯亞,  42.77.121.130 09/16 11:31 ,88
/bbs/Gossiping/M.1631762260.A.F98.html,ajemtw, 把三期做完再來打臉高端仔好嗎？不要同流合污,聯亞,   104.129.16.8 09/16 11:32 ,89
/bbs/Gossiping/M.1631762260.A.F98.html,simultaneous, 不是不公布 是還沒公布而已,聯亞, 110.26.226.241 09/16 11:32 ,90
/bbs/Gossiping/M.1631762260.A.F98.html,ticy, 皇上心眼很小， 要被熱心民眾檢舉到死了,聯亞,  101.12.100.75 09/16 11:33 ,91
/bbs/Gossiping/M.1631762260.A.F98.html,hoodi, 英粉：不要太不滿,聯亞,  42.72.177.218 09/16 11:34 ,92
/bbs/Gossiping/M.1631762260.A.F98.html,a17938520, 再問就是居心叵測啦,聯亞, 111.82.143.239 09/16 11:34 ,93
/bbs/Gossiping/M.1631762260.A.F98.html,littlelinsyu, 聯亞你就自己花錢做三期吧,聯亞,  101.9.200.150 09/16 11:34 ,94
/bbs/Gossiping/M.1631762260.A.F98.html,lingsk, 聯亞不如去做好三期 若能做成功再來講,聯亞, 114.42.138.233 09/16 11:35 ,95
