href,id,contents,key,date,contents_order
/bbs/Gossiping/M.1630738342.A.A65.html,BearAndrew, 上耍廢,阿斯特捷利康,111.71.23.77 09/04 14:56 ,28
/bbs/Gossiping/M.1630738342.A.A65.html,netio, 買保險,阿斯特捷利康,175.181.102.232 09/04 14:56 ,29
/bbs/Gossiping/M.1630738342.A.A65.html,february2, 準備藍色包裝普拿疼，相同學名藥也可以,阿斯特捷利康,106.1.120.41 09/04 14:57 ,30
/bbs/Gossiping/M.1630738342.A.A65.html,NTJL, 雞排攤點個500元慶祝一下,阿斯特捷利康,36.228.65.124 09/04 14:57 ,31
/bbs/Gossiping/M.1630738342.A.A65.html,yuta02, 免疫細胞：真是沒事找事的主人,阿斯特捷利康,110.26.75.50 09/04 14:57 ,32
/bbs/Gossiping/M.1630738342.A.A65.html,KCKCLIN, 打報懶覺辣 比我先打的都打報懶覺藍色包裝普拿疼是啥亨 希望你拉肚子拉到我打的那天,阿斯特捷利康,122.117.225.194 09/04 14:58 ,33
/bbs/Gossiping/M.1630738342.A.A65.html,ellychen, 躺在床上， 享受被卡車撞上的快感,阿斯特捷利康,114.38.210.218 09/04 14:59 ,34
/bbs/Gossiping/M.1630738342.A.A65.html,b2305911, 先尻 免得隔天手像被車撞,阿斯特捷利康,39.9.68.51 09/04 14:59 ,35
/bbs/Gossiping/M.1630738342.A.A65.html,KCKCLIN, 比我先打的都要拉肚子,阿斯特捷利康,122.117.225.194 09/04 14:59 ,36
/bbs/Gossiping/M.1630738342.A.A65.html,NTJL, 找有乙醯胺酚(Acetaminophen) 的止痛藥,阿斯特捷利康,36.228.65.124 09/04 14:59 ,37
/bbs/Gossiping/M.1630738342.A.A65.html,hancao0816, rip,阿斯特捷利康,61.230.22.200 09/04 15:00 ,38
/bbs/Gossiping/M.1630738342.A.A65.html,loveponpon, 維他命c備妥 水慢慢喝個2500cc 好好睡,阿斯特捷利康,49.216.89.115 09/04 15:00 ,39
/bbs/Gossiping/M.1630738342.A.A65.html,nancyh, 多喝水,阿斯特捷利康,27.52.1.229 09/04 15:00 ,40
/bbs/Gossiping/M.1630738342.A.A65.html,castjane, 只有6個月,阿斯特捷利康,220.137.143.74 09/04 15:00 ,41
/bbs/Gossiping/M.1630738342.A.A65.html,hato, 喝冷飲，睡覺,阿斯特捷利康,122.121.62.36 09/04 15:01 ,42
/bbs/Gossiping/M.1630738342.A.A65.html,NTJL, 不確定的就問藥局 反正水多喝就對了,阿斯特捷利康,36.228.65.124 09/04 15:01 ,43
/bbs/Gossiping/M.1630738342.A.A65.html,jackie1115, 多喝水多休息啊，不然你還想幹嘛,阿斯特捷利康,101.9.132.76 09/04 15:02 ,44
/bbs/Gossiping/M.1630738342.A.A65.html,nancyh, 運動飲料、普拿疼也備著 水+運動飲料對我之前打疫苗後降溫有很大幫助 因後來沒升溫到發燒 普拿疼倒是沒用到,阿斯特捷利康,27.52.1.229 09/04 15:03 ,45
/bbs/Gossiping/M.1630738342.A.A65.html,melic, 票投DPP,阿斯特捷利康,27.53.114.170 09/04 15:03 ,46
/bbs/Gossiping/M.1630738342.A.A65.html,musicfire, 一劑作用不大建議補一劑免登記的高端，獻出你的手臂成為高端的一份子吧,阿斯特捷利康,42.75.241.207 09/04 15:04 ,47
/bbs/Gossiping/M.1630738342.A.A65.html,ChienFong, 時間一到 症狀就出現 還莫名準時的,阿斯特捷利康,114.137.31.18 09/04 15:04 ,48
/bbs/Gossiping/M.1630738342.A.A65.html,Vedan, 幹樹洞,阿斯特捷利康,61.230.84.219 09/04 15:05 ,49
/bbs/Gossiping/M.1630738342.A.A65.html,yungo, 今晚不要吃鹹酥雞,阿斯特捷利康,220.133.232.68 09/04 15:05 ,50
/bbs/Gossiping/M.1630738342.A.A65.html,KCKCLIN, 為什麼不能吃,阿斯特捷利康,122.117.225.194 09/04 15:05 ,51
/bbs/Gossiping/M.1630738342.A.A65.html,hbk4ever, 不戴口罩外出裸奔 選我正解,阿斯特捷利康,114.43.180.200 09/04 15:06 ,52
/bbs/Gossiping/M.1630738342.A.A65.html,joanne0532, 晚上會瘋掉，超痛苦,阿斯特捷利康,39.9.30.33 09/04 15:06 ,53
/bbs/Gossiping/M.1630738342.A.A65.html,hong414, 遺書寫好,阿斯特捷利康,180.217.225.188 09/04 15:07 ,54
/bbs/Gossiping/M.1630738342.A.A65.html,ziso, 我也吃藍色包的普拿疼  不是說太強效會影響疫苗的效果嗎,阿斯特捷利康,111.240.126.32 09/04 15:07 ,55
/bbs/Gossiping/M.1630738342.A.A65.html,mchotdoggy, 當然是在線等莫德納https//i.imgur.com/9yBQPSa.jpg,阿斯特捷利康,111.83.35.227 09/04 15:10 ,56
/bbs/Gossiping/M.1630738342.A.A65.html,henry761128, 準備普拿疼 長袖衣物 和厚棉被,阿斯特捷利康,36.226.87.15 09/04 15:11 ,57
/bbs/Gossiping/M.1630738342.A.A65.html,kktt254, 原來現在打完一劑AZ就可以有優越感了 看了真可憐XD,阿斯特捷利康,223.139.250.6 09/04 15:11 ,58
/bbs/Gossiping/M.1630738342.A.A65.html,Szss, 等半夜被衝撞,阿斯特捷利康,49.217.137.186 09/04 15:12 ,59
/bbs/Gossiping/M.1630738342.A.A65.html,fcuspy, 阿茲特克揪團中,阿斯特捷利康,101.51.34.129 09/04 15:12 ,60
/bbs/Gossiping/M.1630738342.A.A65.html,sunnyyoung, 換打新阿姆斯特朗炫風噴射阿姆斯特朗砲,阿斯特捷利康,   49.216.59.42 09/04 15:13 ,61
/bbs/Gossiping/M.1630738342.A.A65.html,zakijudelo, 等著半夜刺激的襲來，嘻嘻,阿斯特捷利康,  101.12.33.163 09/04 15:14 ,62
/bbs/Gossiping/M.1630738342.A.A65.html,EulerFormula, 退熱貼也可以準備 蠻舒服der,阿斯特捷利康,218.164.172.149 09/04 15:21 ,63
/bbs/Gossiping/M.1630738342.A.A65.html,haixing, 29h了目前全身稍微酸痛，體溫慢慢有點升高，現在在泡維他命c發泡錠喝..,阿斯特捷利康,    42.74.82.70 09/04 15:22 ,64
/bbs/Gossiping/M.1630738342.A.A65.html,kplpop, 先躺好 然後就…,阿斯特捷利康,  101.9.196.236 09/04 15:24 ,65
/bbs/Gossiping/M.1630738342.A.A65.html,ILDUCK, 把床佈置得舒服一點，躺好，準備哀嚎,阿斯特捷利康, 180.177.96.108 09/04 15:28 ,66
/bbs/Gossiping/M.1630738342.A.A65.html,tt7642, 先跟家人說後事怎麼辦,阿斯特捷利康,  111.82.77.177 09/04 15:32 ,67
/bbs/Gossiping/M.1630738342.A.A65.html,pp761211, 做好準備 晚上最精彩,阿斯特捷利康,  36.235.27.102 09/04 15:41 ,68
/bbs/Gossiping/M.1630738342.A.A65.html,bon362, 滾！這裡只歡迎高端戰士,阿斯特捷利康,    42.72.70.77 09/04 15:41 ,69
/bbs/Gossiping/M.1630738342.A.A65.html,glasur, 吃止痛藥,阿斯特捷利康,  223.140.82.56 09/04 15:42 ,70
/bbs/Gossiping/M.1630738342.A.A65.html,kinoko1224, 28天內都別太開心！,阿斯特捷利康, 114.137.42.233 09/04 15:48 ,71
/bbs/Gossiping/M.1630738342.A.A65.html,greensdream, 趁早差點好吃的吧，把握時間,阿斯特捷利康,  49.158.141.79 09/04 15:52 ,72
/bbs/Gossiping/M.1630738342.A.A65.html,xhoho1990, 九天應元雷聲普化天尊預備,阿斯特捷利康, 111.81.218.157 09/04 15:55 ,73
/bbs/Gossiping/M.1630738342.A.A65.html,Qlypig, 等著渡劫,阿斯特捷利康,223.138.189.101 09/04 15:56 ,74
/bbs/Gossiping/M.1630738342.A.A65.html,chris133, 昨天打 已經躺一整晚了,阿斯特捷利康,  27.52.154.123 09/04 15:58 ,75
/bbs/Gossiping/M.1630738342.A.A65.html,glender, 瘋狂做菜,阿斯特捷利康,223.138.161.138 09/04 16:02 ,76
/bbs/Gossiping/M.1630738342.A.A65.html,yulo, 24HR剛過 還在38度 但就是燒 其他症狀還好,阿斯特捷利康, 118.167.229.92 09/04 16:13 ,77
/bbs/Gossiping/M.1630738342.A.A65.html,geniusw, 你就慢慢爽啊 隔天只能睡午覺,阿斯特捷利康, 36.228.199.115 09/04 16:59 ,78
/bbs/Gossiping/M.1630738342.A.A65.html,FLy60169, 趁現在喝咖啡因飲料,阿斯特捷利康,    58.11.11.75 09/04 18:04 ,79
/bbs/Gossiping/M.1630738342.A.A65.html,T9000, 這幾天味覺有點異常,阿斯特捷利康,  114.35.223.82 09/04 18:51 ,80
/bbs/Gossiping/M.1630738342.A.A65.html,paulsama, 尻到出水，累了睡覺,阿斯特捷利康,  1.160.119.159 09/04 21:22 ,81
/bbs/Gossiping/M.1630738342.A.A65.html,bluelanti, 恭喜,阿斯特捷利康,   1.165.103.83 09/04 22:36 ,82
/bbs/Gossiping/M.1624419976.A.ED7.html,locdan, 老王賣瓜,阿斯特捷利康,   59.126.46.30 06/23 11:46 ,1
/bbs/Gossiping/M.1624419976.A.ED7.html,IslamicState, 別吵 我只相信高端!,阿斯特捷利康,220.129.135.35 06/23 11:46 ,2
/bbs/Gossiping/M.1624419976.A.ED7.html,Submicromete, 真超前部署,阿斯特捷利康,42.77.165.236 06/23 11:46 ,3
/bbs/Gossiping/M.1624419976.A.ED7.html,qaz223gy, 英國,阿斯特捷利康,   42.77.123.19 06/23 11:46 ,4
/bbs/Gossiping/M.1624419976.A.ED7.html,ameko34, 專殺老人,阿斯特捷利康,  101.12.45.223 06/23 11:47 ,5
/bbs/Gossiping/M.1624419976.A.ED7.html,DustToDust, 屌打BNT 大家記得去打AZ,阿斯特捷利康,   1.168.54.220 06/23 11:47 ,6
/bbs/Gossiping/M.1624419976.A.ED7.html,wind1729, 謝謝日本媽媽,阿斯特捷利康,    218.32.23.2 06/23 11:47 ,7
/bbs/Gossiping/M.1624419976.A.ED7.html,brianuser, 所以保護力三個字的話呢,阿斯特捷利康, 36.238.214.249 06/23 11:47 ,8
/bbs/Gossiping/M.1624419976.A.ED7.html,swatsh, 關鍵字：重症,阿斯特捷利康,114.137.251.239 06/23 11:47 ,9
/bbs/Gossiping/M.1624419976.A.ED7.html,popy8789, 版上繼續黑AZ 他們該不會知道全球最大抹黑中心在台灣吧,阿斯特捷利康,   1.169.68.121 06/23 11:47 ,10
/bbs/Gossiping/M.1624419976.A.ED7.html,duck60402, 那英國為何delta病毒也蠻嚴重的呢，記,阿斯特捷利康,114.137.106.222 06/23 11:48 ,11
/bbs/Gossiping/M.1624419976.A.ED7.html,yakiko01, 重症兩字很難懂?殘國五毛毫無下線,阿斯特捷利康,   27.122.14.38 06/23 11:48 ,12
/bbs/Gossiping/M.1624419976.A.ED7.html,duck60402, 得他們AZ施打比例算是高的,阿斯特捷利康,114.137.106.222 06/23 11:48 ,13
/bbs/Gossiping/M.1624419976.A.ED7.html,sunnyyoung, 超前乞食,阿斯特捷利康,  101.12.50.199 06/23 11:48 ,14
/bbs/Gossiping/M.1624419976.A.ED7.html,transcend789, 賽到的吧,阿斯特捷利康, 114.136.128.41 06/23 11:48 ,15
/bbs/Gossiping/M.1624419976.A.ED7.html,BaRanKa, 廠就在英國 最快打 目標是混打跟第三劑了,阿斯特捷利康, 210.242.38.140 06/23 11:48 ,16
/bbs/Gossiping/M.1624419976.A.ED7.html,duck60402, 喔 漏看重症兩字,阿斯特捷利康,114.137.106.222 06/23 11:49 ,17
/bbs/Gossiping/M.1624419976.A.ED7.html,BaRanKa, 他們國家打最多的也是AZ啊,阿斯特捷利康, 210.242.38.140 06/23 11:49 ,18
/bbs/Gossiping/M.1624419976.A.ED7.html,popy8789, 因為英國現在面臨印度種 又是施打AZ最多的國家,阿斯特捷利康,   1.169.68.121 06/23 11:50 ,19
/bbs/Gossiping/M.1624419976.A.ED7.html,vowpool, 重症防禦力 所以還是會得,阿斯特捷利康, 220.129.128.68 06/23 11:51 ,20
/bbs/Gossiping/M.1624419976.A.ED7.html,coolron, 太棒了  4%跟韓粉都不要打,阿斯特捷利康,111.249.138.220 06/23 11:51 ,21
/bbs/Gossiping/M.1624419976.A.ED7.html,locdan, 這麼好用，英國幹嘛延長封鎖？呵呵,阿斯特捷利康,   59.126.46.30 06/23 11:51 ,22
/bbs/Gossiping/M.1624419976.A.ED7.html,littlegreen, 現在是自己喊爽的嗎,阿斯特捷利康,   36.233.73.73 06/23 11:51 ,23
/bbs/Gossiping/M.1624419976.A.ED7.html,pippen456, 五毛粉：我只相信中國科興,阿斯特捷利康, 220.138.176.25 06/23 11:51 ,24
/bbs/Gossiping/M.1624419976.A.ED7.html,jinshun, 八卦抹黑列車,阿斯特捷利康, 27.246.131.192 06/23 11:51 ,25
/bbs/Gossiping/M.1624419976.A.ED7.html,forever430, 唯一支持高瑞,阿斯特捷利康,124.199.104.151 06/23 11:52 ,26
/bbs/Gossiping/M.1624419976.A.ED7.html,soarling, 能防重症就是好疫苗,阿斯特捷利康, 114.137.191.70 06/23 11:52 ,27
/bbs/Gossiping/M.1624419976.A.ED7.html,polo4213, AZ起飛,阿斯特捷利康, 59.120.149.171 06/23 11:52 ,28
/bbs/Gossiping/M.1624419976.A.ED7.html,skycitadel, 唯一相信高端,阿斯特捷利康, 223.136.210.84 06/23 11:52 ,29
/bbs/Gossiping/M.1624419976.A.ED7.html,matlab1106, 看英國疫情 笑死…,阿斯特捷利康,  36.236.49.221 06/23 11:53 ,30
/bbs/Gossiping/M.1624419976.A.ED7.html,iamsocool, 問題是施打率不夠...沒打的被有打傳染,阿斯特捷利康, 49.216.130.198 06/23 11:53 ,31
/bbs/Gossiping/M.1624419976.A.ED7.html,RisingTackle, 英國研究,阿斯特捷利康,   1.34.254.137 06/23 11:53 ,32
/bbs/Gossiping/M.1624419976.A.ED7.html,s9234032, 重症防護,阿斯特捷利康, 36.226.244.160 06/23 11:54 ,33
/bbs/Gossiping/M.1624419976.A.ED7.html,kenned, 重症90%有點少ㄟ  之前是染疫80 重症100,阿斯特捷利康, 118.166.98.215 06/23 11:54 ,34
/bbs/Gossiping/M.1624419976.A.ED7.html,ooigi, 看英國死亡數維持在個位數就知道啦,阿斯特捷利康,223.141.231.222 06/23 11:54 ,35
/bbs/Gossiping/M.1624419976.A.ED7.html,kenned, 現在要看三劑跟混打  據說效果更好,阿斯特捷利康, 118.166.98.215 06/23 11:55 ,36
/bbs/Gossiping/M.1624419976.A.ED7.html,unfinish, popy8789大概覺得最近打疫苗猝死的 全都是為了抹黑AZ才故意死掉的吧,阿斯特捷利康,   42.73.236.61 06/23 11:55 ,37
/bbs/Gossiping/M.1624419976.A.ED7.html,eric6789, 高端問世之前給你吹一下牛無妨,阿斯特捷利康,  36.239.233.86 06/23 11:56 ,38
/bbs/Gossiping/M.1624419976.A.ED7.html,JerryLian, 英國雖然每天幾千確整 死亡數比台低,阿斯特捷利康, 106.104.76.237 06/23 11:57 ,39
/bbs/Gossiping/M.1624419976.A.ED7.html,ji394tb, 穩了,阿斯特捷利康, 223.137.96.187 06/23 11:58 ,40
/bbs/Gossiping/M.1624419976.A.ED7.html,macrose, 死亡數的問題明顯在台灣啊，其他國家對AZ的疑慮是血栓的部分，台灣接種完死這麼多,阿斯特捷利康,  114.37.53.144 06/23 11:59 ,41
/bbs/Gossiping/M.1624419976.A.ED7.html,jeff52, AZ疫苗滿不錯的，大概是因為擋到別人財路才被瘋狂攻擊吧,阿斯特捷利康,    42.73.68.76 06/23 11:59 ,42
/bbs/Gossiping/M.1624419976.A.ED7.html,macrose, 人，必須要找出一個答案，是因為人種不同還是接種過程太過辛苦，累死老人家?,阿斯特捷利康,  114.37.53.144 06/23 12:00 ,43
/bbs/Gossiping/M.1624419976.A.ED7.html,junshinw, 梅克爾不是也打AZ,阿斯特捷利康,   42.72.112.62 06/23 12:02 ,44
/bbs/Gossiping/M.1624419976.A.ED7.html,info1994, AZ完全是利大於弊的疫苗 便宜好保存,阿斯特捷利康, 223.139.43.218 06/23 12:02 ,45
/bbs/Gossiping/M.1624419976.A.ED7.html,tpck, AZ很好 不要搞混打,阿斯特捷利康,  1.171.105.192 06/23 12:03 ,46
/bbs/Gossiping/M.1624419976.A.ED7.html,cacoi, 語畢 英國繼續封城一個月,阿斯特捷利康,118.150.129.119 06/23 12:04 ,47
/bbs/Gossiping/M.1624419976.A.ED7.html,adie, 支那人看不懂(看不到)重症的繁體啦,阿斯特捷利康, 223.136.48.169 06/23 12:05 ,48
/bbs/Gossiping/M.1624419976.A.ED7.html,kait, 重症防護率高 所以英國死亡率明顯低,阿斯特捷利康, 123.194.181.29 06/23 12:06 ,49
/bbs/Gossiping/M.1624419976.A.ED7.html,lpoijk, AZ真香~,阿斯特捷利康,   114.253.38.7 06/23 12:09 ,50
/bbs/Gossiping/M.1624419976.A.ED7.html,areett, 就算打2劑BNT也還是有人中標好嗎~重點是預防重症,阿斯特捷利康,  1.200.137.241 06/23 12:09 ,51
/bbs/Gossiping/M.1624419976.A.ED7.html,kimura0701, 穩了,阿斯特捷利康,   114.43.85.77 06/23 12:10 ,52
/bbs/Gossiping/M.1624419976.A.ED7.html,qwaszxcde, 變種前7成 變種後9成 真·超前防護,阿斯特捷利康, 110.30.129.229 06/23 12:10 ,53
/bbs/Gossiping/M.1624419976.A.ED7.html,ffaatt, 重症 中國疫苗也防,阿斯特捷利康,   1.200.130.47 06/23 12:10 ,54
/bbs/Gossiping/M.1624419976.A.ED7.html,auxiliary11, 基進黨只打國產，,阿斯特捷利康,  36.239.102.65 06/23 12:11 ,55
/bbs/Gossiping/M.1624419976.A.ED7.html,lemon81824, 我們台灣價值粉只打沒三期數據的謝謝,阿斯特捷利康,223.139.250.158 06/23 12:13 ,56
/bbs/Gossiping/M.1624419976.A.ED7.html,conanhide, 再DLC打第三劑就好了,阿斯特捷利康,114.136.165.160 06/23 12:13 ,57
/bbs/Gossiping/M.1624419976.A.ED7.html,bingchuan, 需要兩劑還是一劑就可以防重症？,阿斯特捷利康,  39.11.130.152 06/23 12:13 ,58
/bbs/Gossiping/M.1624419976.A.ED7.html,BBKOX, 應該是打完第二劑的數據吧,阿斯特捷利康, 223.137.137.73 06/23 12:13 ,59
/bbs/Gossiping/M.1624419976.A.ED7.html,mysterydream, 第二劑血栓會不會比較低阿 我比較關心這個,阿斯特捷利康,  112.78.70.104 06/23 12:27 ,60
/bbs/Gossiping/M.1624419976.A.ED7.html,wsx9731, 防重症 但還是會被傳染？,阿斯特捷利康,101.136.205.119 06/23 12:28 ,61
/bbs/Gossiping/M.1624419976.A.ED7.html,evan000000, az不錯啊 當時幹嘛一直黑,阿斯特捷利康,   118.169.1.44 06/23 12:34 ,62
/bbs/Gossiping/M.1624419976.A.ED7.html,zzoohh, 在智障八卦版AZ就是沒人要的東西一堆垃圾亂洗,阿斯特捷利康,  211.22.230.67 06/23 12:35 ,63
/bbs/Gossiping/M.1624419976.A.ED7.html,DALUGI, 糟糕 原本不敢打的老人 大概又要搶著打AZ,阿斯特捷利康,  36.237.215.37 06/23 12:40 ,64
/bbs/Gossiping/M.1624419976.A.ED7.html,nitvx, 又要搶著打az了,阿斯特捷利康,   39.11.228.54 06/23 12:40 ,65
