id,contents,key word
zhxl, 感謝小英買疫苗 謝主榮恩,AstraZeneca
wondtty, 之前沒罵譚的人可以先打吧？,AstraZeneca
theskyofblue, 結果去年罵的要死的還賞個AZ  舔的要死的屁都沒,AstraZeneca
A80211ab, 證明WHO不會因為我們不是會員就不給,AstraZeneca
michael54, 政府都買不到,AstraZeneca
LincolnBoy, 感謝who......,AstraZeneca
ilw4e, 覺青快感謝CHO感謝譚得賽阿，又是CHO COVAX計畫給的,AstraZeneca
jim543000, 這不是美國爺爺的賞賜...,AstraZeneca
yinaser, 還好CHO沒搞台灣不然台灣到現在都沒疫苗,AstraZeneca
ya700, 覺青他媽的給我跪下來謝譚德賽,AstraZeneca
chen31502, 感謝CHO?,AstraZeneca
RW2010, 覺青趕快感謝CHO不記前嫌,AstraZeneca
ilw4e, 屎黨吹半年，結果唯一拿到手的只有WHO大鍋菜疫苗,AstraZeneca
jim543000, 這是來自彈德屎的賞賜....,AstraZeneca
chen31502, 覺青拒絕中國代理的BNT  要不要拒絕CHO發的AZ啊,AstraZeneca
DPP48, 這是COVAX配的，覺青還不趕快感謝譚德塞,AstraZeneca
LimYoHwan,  https//i.imgur.com/8B1ee1f.jpg,AstraZeneca
mark751019, 之前疫情沒爆根本沒人打 爆了才搶打,AstraZeneca
DASHOCK, cho不記前嫌  幫忙落後國家一把,AstraZeneca
peelgates, DPP賤民不會知道真相的 標題不講以為是政府談來的,AstraZeneca
ralfeistein, 陳時中說3點44分會到達,AstraZeneca
xzsa1471, 說要等莫德納的弱智繼續等啊哈哈,AstraZeneca
a28200266, 結果CHO來幫忙 沒記仇 不錯喔,AstraZeneca
chungkai, 之前天天罵      現記者會連譚得賽都不敢提,AstraZeneca
labell, 還是等莫這有血塞,AstraZeneca
talrasha, 彈得塞好人   嘻嘻嘻,AstraZeneca
kinomon, 好悲哀 結果要靠譚爸爸,AstraZeneca
longtimens, 那隻貓真的很靠北,AstraZeneca
chengcti, 我4% az 會有血拴副作用 我不打. 請問還可以自費嗎？,AstraZeneca
cottontsai, 怎麼不說之前一堆駡AZ現在又搶著打的人,AstraZeneca
HyperPoro, https//i.imgur.com/kIzVAmU.jpg,AstraZeneca
satosi011, 彈得塞,AstraZeneca
wantsleep, 先讓雙北的打吧 目前重災區,AstraZeneca
kokohito, 一堆醫護根本打不到，請不要再給其他非一線的打,AstraZeneca
s6525480, CHOCHO又運了40萬碗雙響砲來餵飽台灣人 享用吧,AstraZeneca
DudeFromMars, 覺青快點抵制CHO的疫苗啦,AstraZeneca
leon1757tw, 覺青狂罵CHO 結果最後還是要靠CHO,AstraZeneca
JackaLMeI, 小粉綠快點謝謝CHO 糖衣毒藥好吃 站著舔起來,AstraZeneca
toshizo, CDC進的不打，等北市府進貨,AstraZeneca
hosen, 黑人公開譴責台灣網路攻擊他，還以德報怨,AstraZeneca
handtall, 覺青最後還不是要靠中國,AstraZeneca
supisces, 台灣走運，內有雙北首長抗疫，外有CHO和拜登救急,AstraZeneca
kerkercheng, .....,阿斯特捷利康
Gandalf, 會讓你一直高潮,阿斯特捷利康
highyes, 你他媽的沒有女友 不要幻想,阿斯特捷利康
milk250, 很會做飯做家務的普妹,阿斯特捷利康
wang1b, ………你給我阿肥文靈感了,阿斯特捷利康
laigeorge89, 戴假屌把屁眼肛個花開富貴的女友,阿斯特捷利康
Hohenzollern, 任勞任怨的糟糠之妻,阿斯特捷利康
immercury, mRNA第二劑，副作用更大吧,阿斯特捷利康
NapoleonBona, 英瑞混血的洋妞,阿斯特捷利康
sergio, 躺著等她開火車輾過，來回兩次,阿斯特捷利康
LoveMakeLove, 英國足球流氓,阿斯特捷利康
NowLoading, 脾氣不好但盡責實在的普妹,阿斯特捷利康
ipmen, 對處男肥宅充滿大愛，願意被白嫖的那種,阿斯特捷利康
mikiworldpea, 脾氣很差的正妹,阿斯特捷利康
seminal, 傲嬌,阿斯特捷利康
MasterHsieh, 個性差普妹但至少上的到,阿斯特捷利康
Tenging, 英國眼睛妹眼鏡娘,阿斯特捷利康
ab304044, 我的超人女友的G girl,阿斯特捷利康
bullace, 讓人想外遇的女孩,阿斯特捷利康
wshevssam, 一架遺失可是很病嬌的老婆,阿斯特捷利康
pubao, 趁你睡覺時瘋狂幹你 等你有精神又變回死魚,阿斯特捷利康
DoraGian, 畫個VT取名叫阿斯特傑利康不知道會不會被告,阿斯特捷利康
SCRATCHER, 只對年輕人熱情,阿斯特捷利康
RanceTsai, 脾氣不好但還會處理好所有事的好女人,阿斯特捷利康
k092236, 普妹個性差,阿斯特捷利康
monononoke, 家世清白不做作勤儉持家的好女孩但是有罕見機率心情不好會捅死你,阿斯特捷利康
Misscat16868, 阿斯特捷利康是俄羅斯女孩還是日本女孩？,阿斯特捷利康
thatear, 會有某群人一邊罵她破麻一邊偷追她這群人電視上嗆得跟垃圾一樣 私下又偷偷約 而且還是靠走後門才能約,阿斯特捷利康
TPDC, 當然是吃喜歡的食物,阿斯特捷利康
alamabarry, 去反省一下~~有最好的高端不打,阿斯特捷利康
VaLenTi1007, 瘋狂做菜   12小時妳就知道了,阿斯特捷利康
HarukaLoveu, 吃止痛藥,阿斯特捷利康
IS5F5566, 推文沒尻尻我尻給你看,阿斯特捷利康
s820912gmail, 吃到飽,阿斯特捷利康
spot482, 肚子像破洞一樣吃不飽,阿斯特捷利康
athome1, 先說沒微醺感 嗅覺也不會變敏銳,阿斯特捷利康
wang111283, rip,阿斯特捷利康
wawaking1, 寫遺囑,阿斯特捷利康
Benetnasch, 可是才第一劑,阿斯特捷利康
joshuapan, 等12小時準備頭痛、肌肉痛、發燒，準備,阿斯特捷利康
BikiniBottom, 瘋狂連結,阿斯特捷利康
joshuapan, 好止痛藥吧！,阿斯特捷利康
IRPT001, 衝進北部某高職打球,阿斯特捷利康
js52666, 瘋狂尻槍,阿斯特捷利康
ChienFong, 剛過25小時 一個建議：別高興的太早,阿斯特捷利康
elcnick, 塔位或者cosplay 因為紅眼不用戴隱眼,阿斯特捷利康
LoveMakeLove, https//i.imgur.com/tTBCrBC.jpg普拿疼,阿斯特捷利康
Mazeway, 還是會確診,阿斯特捷利康
TZUYIC, 先寫遺書,阿斯特捷利康
yayaya9487, 參加馬拉松,阿斯特捷利康
atobela, 就好吃好睡好健康啊,阿斯特捷利康
TZUYIC, D槽設個保全，太久沒登入會自己銷毀。,阿斯特捷利康
GARRETH, 8~12小時候你體內免疫系統就要實彈演習了,阿斯特捷利康
BearAndrew, 我剛買了牛排套餐 然後開冷氣 躺在床,阿斯特捷利康
GARRETH,  現在正在移防集結中,阿斯特捷利康
BearAndrew, 上耍廢,阿斯特捷利康
netio, 買保險,阿斯特捷利康
february2, 準備藍色包裝普拿疼，相同學名藥也可以,阿斯特捷利康
NTJL, 雞排攤點個500元慶祝一下,阿斯特捷利康
yuta02, 免疫細胞：真是沒事找事的主人,阿斯特捷利康
KCKCLIN, 打報懶覺辣 比我先打的都打報懶覺藍色包裝普拿疼是啥亨 希望你拉肚子拉到我打的那天,阿斯特捷利康
b2305911, 先尻 免得隔天手像被車撞,阿斯特捷利康
KCKCLIN, 比我先打的都要拉肚子,阿斯特捷利康
NTJL, 找有乙醯胺酚(Acetaminophen) 的止痛藥,阿斯特捷利康
hancao0816, rip,阿斯特捷利康
loveponpon, 維他命c備妥 水慢慢喝個2500cc 好好睡,阿斯特捷利康
nancyh, 多喝水,阿斯特捷利康
castjane, 只有6個月,阿斯特捷利康
hato, 喝冷飲，睡覺,阿斯特捷利康
NTJL, 不確定的就問藥局 反正水多喝就對了,阿斯特捷利康
jackie1115, 多喝水多休息啊，不然你還想幹嘛,阿斯特捷利康
nancyh, 運動飲料、普拿疼也備著 水+運動飲料對我之前打疫苗後降溫有很大幫助 因後來沒升溫到發燒 普拿疼倒是沒用到,阿斯特捷利康
melic, 票投DPP,阿斯特捷利康
musicfire, 一劑作用不大建議補一劑免登記的高端，獻出你的手臂成為高端的一份子吧,阿斯特捷利康
ChienFong, 時間一到 症狀就出現 還莫名準時的,阿斯特捷利康
Vedan, 幹樹洞,阿斯特捷利康
yungo, 今晚不要吃鹹酥雞,阿斯特捷利康
KCKCLIN, 為什麼不能吃,阿斯特捷利康
hbk4ever, 不戴口罩外出裸奔 選我正解,阿斯特捷利康
joanne0532, 晚上會瘋掉，超痛苦,阿斯特捷利康
hong414, 遺書寫好,阿斯特捷利康
ziso, 我也吃藍色包的普拿疼  不是說太強效會影響疫苗的效果嗎,阿斯特捷利康
mchotdoggy, 當然是在線等莫德納https//i.imgur.com/9yBQPSa.jpg,阿斯特捷利康
henry761128, 準備普拿疼 長袖衣物 和厚棉被,阿斯特捷利康
kktt254, 原來現在打完一劑AZ就可以有優越感了 看了真可憐XD,阿斯特捷利康
Szss, 等半夜被衝撞,阿斯特捷利康
fcuspy, 阿茲特克揪團中,阿斯特捷利康
sunnyyoung, 換打新阿姆斯特朗炫風噴射阿姆斯特朗砲,阿斯特捷利康
zakijudelo, 等著半夜刺激的襲來，嘻嘻,阿斯特捷利康
EulerFormula, 退熱貼也可以準備 蠻舒服der,阿斯特捷利康
haixing, 29h了目前全身稍微酸痛，體溫慢慢有點升高，現在在泡維他命c發泡錠喝..,阿斯特捷利康
kplpop, 先躺好 然後就…,阿斯特捷利康
ILDUCK, 把床佈置得舒服一點，躺好，準備哀嚎,阿斯特捷利康
tt7642, 先跟家人說後事怎麼辦,阿斯特捷利康
pp761211, 做好準備 晚上最精彩,阿斯特捷利康
bon362, 滾！這裡只歡迎高端戰士,阿斯特捷利康
glasur, 吃止痛藥,阿斯特捷利康
kinoko1224, 28天內都別太開心！,阿斯特捷利康
greensdream, 趁早差點好吃的吧，把握時間,阿斯特捷利康
xhoho1990, 九天應元雷聲普化天尊預備,阿斯特捷利康
Qlypig, 等著渡劫,阿斯特捷利康
chris133, 昨天打 已經躺一整晚了,阿斯特捷利康
glender, 瘋狂做菜,阿斯特捷利康
yulo, 24HR剛過 還在38度 但就是燒 其他症狀還好,阿斯特捷利康
geniusw, 你就慢慢爽啊 隔天只能睡午覺,阿斯特捷利康
FLy60169, 趁現在喝咖啡因飲料,阿斯特捷利康
T9000, 這幾天味覺有點異常,阿斯特捷利康
paulsama, 尻到出水，累了睡覺,阿斯特捷利康
bluelanti, 恭喜,阿斯特捷利康
locdan, 老王賣瓜,阿斯特捷利康
IslamicState, 別吵 我只相信高端!,阿斯特捷利康
Submicromete, 真超前部署,阿斯特捷利康
qaz223gy, 英國,阿斯特捷利康
ameko34, 專殺老人,阿斯特捷利康
DustToDust, 屌打BNT 大家記得去打AZ,阿斯特捷利康
wind1729, 謝謝日本媽媽,阿斯特捷利康
brianuser, 所以保護力三個字的話呢,阿斯特捷利康
swatsh, 關鍵字：重症,阿斯特捷利康
popy8789, 版上繼續黑AZ 他們該不會知道全球最大抹黑中心在台灣吧,阿斯特捷利康
duck60402, 那英國為何delta病毒也蠻嚴重的呢，記,阿斯特捷利康
yakiko01, 重症兩字很難懂?殘國五毛毫無下線,阿斯特捷利康
duck60402, 得他們AZ施打比例算是高的,阿斯特捷利康
sunnyyoung, 超前乞食,阿斯特捷利康
transcend789, 賽到的吧,阿斯特捷利康
BaRanKa, 廠就在英國 最快打 目標是混打跟第三劑了,阿斯特捷利康
duck60402, 喔 漏看重症兩字,阿斯特捷利康
BaRanKa, 他們國家打最多的也是AZ啊,阿斯特捷利康
popy8789, 因為英國現在面臨印度種 又是施打AZ最多的國家,阿斯特捷利康
vowpool, 重症防禦力 所以還是會得,阿斯特捷利康
coolron, 太棒了  4%跟韓粉都不要打,阿斯特捷利康
locdan, 這麼好用，英國幹嘛延長封鎖？呵呵,阿斯特捷利康
littlegreen, 現在是自己喊爽的嗎,阿斯特捷利康
pippen456, 五毛粉：我只相信中國科興,阿斯特捷利康
jinshun, 八卦抹黑列車,阿斯特捷利康
forever430, 唯一支持高瑞,阿斯特捷利康
soarling, 能防重症就是好疫苗,阿斯特捷利康
polo4213, AZ起飛,阿斯特捷利康
skycitadel, 唯一相信高端,阿斯特捷利康
matlab1106, 看英國疫情 笑死…,阿斯特捷利康
iamsocool, 問題是施打率不夠...沒打的被有打傳染,阿斯特捷利康
RisingTackle, 英國研究,阿斯特捷利康
s9234032, 重症防護,阿斯特捷利康
kenned, 重症90%有點少ㄟ  之前是染疫80 重症100,阿斯特捷利康
ooigi, 看英國死亡數維持在個位數就知道啦,阿斯特捷利康
kenned, 現在要看三劑跟混打  據說效果更好,阿斯特捷利康
unfinish, popy8789大概覺得最近打疫苗猝死的 全都是為了抹黑AZ才故意死掉的吧,阿斯特捷利康
eric6789, 高端問世之前給你吹一下牛無妨,阿斯特捷利康
JerryLian, 英國雖然每天幾千確整 死亡數比台低,阿斯特捷利康
ji394tb, 穩了,阿斯特捷利康
macrose, 死亡數的問題明顯在台灣啊，其他國家對AZ的疑慮是血栓的部分，台灣接種完死這麼多,阿斯特捷利康
jeff52, AZ疫苗滿不錯的，大概是因為擋到別人財路才被瘋狂攻擊吧,阿斯特捷利康
macrose, 人，必須要找出一個答案，是因為人種不同還是接種過程太過辛苦，累死老人家?,阿斯特捷利康
junshinw, 梅克爾不是也打AZ,阿斯特捷利康
info1994, AZ完全是利大於弊的疫苗 便宜好保存,阿斯特捷利康
tpck, AZ很好 不要搞混打,阿斯特捷利康
cacoi, 語畢 英國繼續封城一個月,阿斯特捷利康
adie, 支那人看不懂(看不到)重症的繁體啦,阿斯特捷利康
kait, 重症防護率高 所以英國死亡率明顯低,阿斯特捷利康
lpoijk, AZ真香~,阿斯特捷利康
areett, 就算打2劑BNT也還是有人中標好嗎~重點是預防重症,阿斯特捷利康
kimura0701, 穩了,阿斯特捷利康
qwaszxcde, 變種前7成 變種後9成 真·超前防護,阿斯特捷利康
ffaatt, 重症 中國疫苗也防,阿斯特捷利康
auxiliary11, 基進黨只打國產，,阿斯特捷利康
lemon81824, 我們台灣價值粉只打沒三期數據的謝謝,阿斯特捷利康
conanhide, 再DLC打第三劑就好了,阿斯特捷利康
bingchuan, 需要兩劑還是一劑就可以防重症？,阿斯特捷利康
BBKOX, 應該是打完第二劑的數據吧,阿斯特捷利康
mysterydream, 第二劑血栓會不會比較低阿 我比較關心這個,阿斯特捷利康
wsx9731, 防重症 但還是會被傳染？,阿斯特捷利康
evan000000, az不錯啊 當時幹嘛一直黑,阿斯特捷利康
zzoohh, 在智障八卦版AZ就是沒人要的東西一堆垃圾亂洗,阿斯特捷利康
DALUGI, 糟糕 原本不敢打的老人 大概又要搶著打AZ,阿斯特捷利康
nitvx, 又要搶著打az了,阿斯特捷利康
NTJL, 出貨文,阿斯特捷利康
doubleperson, 英國不是正被印度變種弄到大爆發？看完英國多少人打了AZ，誰信這種結論,阿斯特捷利康
honey4617912, 問問皇民那為何日本不要az,阿斯特捷利康
leeyeah, 漢奸高端屌打,阿斯特捷利康
MisuzuXD, 因為英國之前政策是優先給全部人打一劑最近才改打兩劑的,阿斯特捷利康
kj632868, 國產我99%勒 AZ你太遜,阿斯特捷利康
Jack2277, 搞到最後是疫苗剛病毒有屬性問題就是,阿斯特捷利康
aestheticer, 有說法是 az太便宜 別的廠商會沒利潤 才一直被黑,阿斯特捷利康
Cecicly, 呃 那英國都到印度變種高的原因是？,阿斯特捷利康
darlene917," 蟑螂看不懂何謂""重症防護力"".....",阿斯特捷利康
ULSHAN, 在那之前要通過血栓的試煉！,阿斯特捷利康
jerry543, 英國延長是因爲要讓還沒打疫苗的族群能在這段時間施打 現在主要爆發是還沒打的年輕人和只打一劑的人 但現在重症和死亡沒大幅飆高 代表還是有ㄧ定的效果,阿斯特捷利康
bingchuan, 莫德納跟輝瑞對印度變種病毒是一樣的效力嗎？,阿斯特捷利康
s820912gmail, 台灣南部需要,阿斯特捷利康
hoe1101, 反觀吳姓立委帶港商買疫苗,阿斯特捷利康
peter210731, 代工有機會 要用算了吧,阿斯特捷利康
yymeow, 有政府 會做事,阿斯特捷利康
abadjoke, 不爽不要投：想太多,阿斯特捷利康
james732, 現在才開始蓋工廠要多久才會拿到疫苗啊？,阿斯特捷利康
lwamp, 台灣狗官直接拒絕代工 跟智障一樣,阿斯特捷利康
hoe1101, 短視近利就：現在蓋何時才有疫苗？,阿斯特捷利康
sobiNOva, 台灣有疫苗工廠 不過不知道能不能跟上,阿斯特捷利康
LBJshit, 台康生技傳出將獲國際新冠疫苗授權生產資格，牽動國產及進口疫苗競合的敏感神經。國光生技（4142）總經理留忠正表示，台康若與阿斯特捷利康藥廠合作生產疫苗，恐怕將無多餘產能與國光合作，他也建議政府不需急著引進國外疫苗來台,阿斯特捷利康
sunchen0201, 前兩天就傳出說日本要自製9000萬劑。跟AZ在印度和深圳廠的產能脫鉤，這招算的比歐盟還準,阿斯特捷利康
pandp, 時中：都怪外國超買，WHO又太混,阿斯特捷利康
ecchi, 前幾天日本不是才說要來台生產日本疫苗？,阿斯特捷利康
gwenwoo,   勝文有何感想?!,阿斯特捷利康
ha0118, 國王的標題,阿斯特捷利康
Ericz7000, 國王,阿斯特捷利康
avexgroup, 標題呢,阿斯特捷利康
koromo1991, OK 我看到了,阿斯特捷利康
King5566, 標題,阿斯特捷利康
kkes50717, 英國製藥公司不能出口給英國喔,阿斯特捷利康
flavorBZ, 那個效果根本嘻嘻,阿斯特捷利康
AustinRivers, 歐盟真噁心 講仁義道德比誰都會英國也不是歐盟了,阿斯特捷利康
koromo1991, 感覺沒啥吧 疫苗說不定就是協議脫歐的其中一個條件,阿斯特捷利康
miler22020, 比支那疫苗好啊 嘻嘻,阿斯特捷利康
soarling, 中國：我這有一批疫苗 很便宜的,阿斯特捷利康
q2825842, AZ的疫苗，中國爛疫苗完全在這些國家沒有市場，幾乎只能拿去賣窮國,阿斯特捷利康
hotanger, 靠 那我們也拿不到了嗎？,阿斯特捷利康
q2825842, 台灣肯定要以最大的資源和談判力度去搶歐美三款疫苗，當然目前談判保密很多訊息沒公開(不過從目前跡象來看最後能買到歐美疫苗去打臉中國五毛的機率很大),阿斯特捷利康
tenka92417, 阿聯、沙烏地、土耳其：原來我們是窮國呀,阿斯特捷利康
ccmvic, 綠共連個疫苗都搞這麼久真的夠爛樓上q大護航護的真辛苦...說綠共爛有這麼難嗎?,阿斯特捷利康
q2825842, 五毛真的腦殘到把土耳其這些國家當作已開發國家？可能跟中國比，土耳其算不錯了買中國疫苗裡經濟還不錯的也只有UAE，但離真正的已發展國家還有一段距離,阿斯特捷利康
ccmvic, 綠毛可憐蟲在吹綠共好棒棒也是一份工作,阿斯特捷利康
dvdr2001, 台灣跟印度談牛津授權的那隻疫苗比較可能快點,阿斯特捷利康
gwenwoo,  中共病毒  全球蔓延,阿斯特捷利康
jma306,   大鵬部長  超過一百分,阿斯特捷利康
qqq87112, 繼續唬爛100% 最後說病毒變異,阿斯特捷利康
sbflight, 7414,阿斯特捷利康
Whitening, 炒股高手,阿斯特捷利康
remarque, 看太快我以為是哪家賣矽利康的XD,阿斯特捷利康
ecllyhpqno19, 吹成這樣AZN股價一樣 死魚盤,阿斯特捷利康
s820912gmail, 變殭屍嗎,阿斯特捷利康
Leesanity, 部長先打,阿斯特捷利康
marsonele, T病毒,阿斯特捷利康
YLTYY, (づ′・ω・）づ有超級英雄要誕生了嗎,阿斯特捷利康
QBey, 無法解釋的疾病  怕,阿斯特捷利康
firemothra, 台灣生技的機會來了！,阿斯特捷利康
GoingMerry, 要進化囉,阿斯特捷利康
relax1129, 快逃R,阿斯特捷利康
kill11111, 無法解釋的疾病不會是生氣時全身都變綠色還很大隻吧,阿斯特捷利康
ThreekRoger, ......無法解釋的疾病,阿斯特捷利康
fsuhcikt, 變種人的時代要來了,阿斯特捷利康
justbekilled, 要逃了嗎,阿斯特捷利康
hw1, 小感冒嗎,阿斯特捷利康
finis, 無法解釋的疾病是什麼,阿斯特捷利康
fjuting, 無法解釋是三小,阿斯特捷利康
dsfrf, 變成殭屍的小感冒,阿斯特捷利康
ringcoke, 還有幾集,阿斯特捷利康
beavis77, 文雅點 叫做不可名狀,阿斯特捷利康
winderek, 電影要成真了，怎麼辦？,阿斯特捷利康
mstar,   癢  好吃,阿斯特捷利康
sunsam, 當初不是討厭英國脫歐,阿斯特捷利康
EBVirus, 先叫who重組好嗎,阿斯特捷利康
JUNOCARE, 昨天港仔不就證實了 有抗體還是會被別的病毒株感染,阿斯特捷利康
locdan, 又牛津？是要疫苗和藥物都贏嗎？,阿斯特捷利康
hikaru77613, 沒差啦，都打3劑再來愛台灣啦，死了是不能愛台灣的,BioNTech
SLS530, 這公告就證實BNT沒辦法和中華民國交易只能民間對民間,BioNTech
MoDerF, Region ジ,BioNTech
amazgo, 817各種崩潰XDD,BioNTech
gekkou, 蟑螂有骨氣一點 發起拒打BNT啊,BioNTech
mardrea, 臺灣地區......,BioNTech
gtcb, 徐世榮表示,BioNTech
pinhanpaul, 那些說中國加料的側翼可以去死了,BioNTech
s655131, 中共同路人 沒有台灣價值,BioNTech
TaiwanUp, 如果不是中國惡意代理 早就到貨這批產地直送 要注意有無中國特務,BioNTech
