id,contents,key word
zhxl, 感謝小英買疫苗 謝主榮恩,AstraZeneca
wondtty, 之前沒罵譚的人可以先打吧？,AstraZeneca
theskyofblue, 結果去年罵的要死的還賞個AZ  舔的要死的屁都沒,AstraZeneca
A80211ab, 證明WHO不會因為我們不是會員就不給,AstraZeneca
michael54, 政府都買不到,AstraZeneca
LincolnBoy, 感謝who......,AstraZeneca
ilw4e, 覺青快感謝CHO感謝譚得賽阿，又是CHO COVAX計畫給的,AstraZeneca
jim543000, 這不是美國爺爺的賞賜...,AstraZeneca
yinaser, 還好CHO沒搞台灣不然台灣到現在都沒疫苗,AstraZeneca
ya700, 覺青他媽的給我跪下來謝譚德賽,AstraZeneca
chen31502, 感謝CHO?,AstraZeneca
RW2010, 覺青趕快感謝CHO不記前嫌,AstraZeneca
ilw4e, 屎黨吹半年，結果唯一拿到手的只有WHO大鍋菜疫苗,AstraZeneca
jim543000, 這是來自彈德屎的賞賜....,AstraZeneca
chen31502, 覺青拒絕中國代理的BNT  要不要拒絕CHO發的AZ啊,AstraZeneca
DPP48, 這是COVAX配的，覺青還不趕快感謝譚德塞,AstraZeneca
LimYoHwan,  https//i.imgur.com/8B1ee1f.jpg,AstraZeneca
mark751019, 之前疫情沒爆根本沒人打 爆了才搶打,AstraZeneca
DASHOCK, cho不記前嫌  幫忙落後國家一把,AstraZeneca
peelgates, DPP賤民不會知道真相的 標題不講以為是政府談來的,AstraZeneca
ralfeistein, 陳時中說3點44分會到達,AstraZeneca
xzsa1471, 說要等莫德納的弱智繼續等啊哈哈,AstraZeneca
a28200266, 結果CHO來幫忙 沒記仇 不錯喔,AstraZeneca
chungkai, 之前天天罵      現記者會連譚得賽都不敢提,AstraZeneca
labell, 還是等莫這有血塞,AstraZeneca
talrasha, 彈得塞好人   嘻嘻嘻,AstraZeneca
kinomon, 好悲哀 結果要靠譚爸爸,AstraZeneca
longtimens, 那隻貓真的很靠北,AstraZeneca
chengcti, 我4% az 會有血拴副作用 我不打. 請問還可以自費嗎？,AstraZeneca
cottontsai, 怎麼不說之前一堆駡AZ現在又搶著打的人,AstraZeneca
HyperPoro, https//i.imgur.com/kIzVAmU.jpg,AstraZeneca
satosi011, 彈得塞,AstraZeneca
wantsleep, 先讓雙北的打吧 目前重災區,AstraZeneca
kokohito, 一堆醫護根本打不到，請不要再給其他非一線的打,AstraZeneca
s6525480, CHOCHO又運了40萬碗雙響砲來餵飽台灣人 享用吧,AstraZeneca
DudeFromMars, 覺青快點抵制CHO的疫苗啦,AstraZeneca
leon1757tw, 覺青狂罵CHO 結果最後還是要靠CHO,AstraZeneca
JackaLMeI, 小粉綠快點謝謝CHO 糖衣毒藥好吃 站著舔起來,AstraZeneca
toshizo, CDC進的不打，等北市府進貨,AstraZeneca
hosen, 黑人公開譴責台灣網路攻擊他，還以德報怨,AstraZeneca
handtall, 覺青最後還不是要靠中國,AstraZeneca
supisces, 台灣走運，內有雙北首長抗疫，外有CHO和拜登救急,AstraZeneca
