id,contents,key word
glender, 瘋狂做菜,阿斯特捷利康
yulo, 24HR剛過 還在38度 但就是燒 其他症狀還好,阿斯特捷利康
geniusw, 你就慢慢爽啊 隔天只能睡午覺,阿斯特捷利康
FLy60169, 趁現在喝咖啡因飲料,阿斯特捷利康
T9000, 這幾天味覺有點異常,阿斯特捷利康
paulsama, 尻到出水，累了睡覺,阿斯特捷利康
bluelanti, 恭喜,阿斯特捷利康
locdan, 老王賣瓜,阿斯特捷利康
IslamicState, 別吵 我只相信高端!,阿斯特捷利康
Submicromete, 真超前部署,阿斯特捷利康
qaz223gy, 英國,阿斯特捷利康
ameko34, 專殺老人,阿斯特捷利康
DustToDust, 屌打BNT 大家記得去打AZ,阿斯特捷利康
wind1729, 謝謝日本媽媽,阿斯特捷利康
brianuser, 所以保護力三個字的話呢,阿斯特捷利康
swatsh, 關鍵字：重症,阿斯特捷利康
popy8789, 版上繼續黑AZ 他們該不會知道全球最大抹黑中心在台灣吧,阿斯特捷利康
duck60402, 那英國為何delta病毒也蠻嚴重的呢，記,阿斯特捷利康
yakiko01, 重症兩字很難懂?殘國五毛毫無下線,阿斯特捷利康
duck60402, 得他們AZ施打比例算是高的,阿斯特捷利康
sunnyyoung, 超前乞食,阿斯特捷利康
transcend789, 賽到的吧,阿斯特捷利康
BaRanKa, 廠就在英國 最快打 目標是混打跟第三劑了,阿斯特捷利康
duck60402, 喔 漏看重症兩字,阿斯特捷利康
BaRanKa, 他們國家打最多的也是AZ啊,阿斯特捷利康
popy8789, 因為英國現在面臨印度種 又是施打AZ最多的國家,阿斯特捷利康
vowpool, 重症防禦力 所以還是會得,阿斯特捷利康
coolron, 太棒了  4%跟韓粉都不要打,阿斯特捷利康
locdan, 這麼好用，英國幹嘛延長封鎖？呵呵,阿斯特捷利康
littlegreen, 現在是自己喊爽的嗎,阿斯特捷利康
pippen456, 五毛粉：我只相信中國科興,阿斯特捷利康
jinshun, 八卦抹黑列車,阿斯特捷利康
forever430, 唯一支持高瑞,阿斯特捷利康
soarling, 能防重症就是好疫苗,阿斯特捷利康
polo4213, AZ起飛,阿斯特捷利康
skycitadel, 唯一相信高端,阿斯特捷利康
matlab1106, 看英國疫情 笑死…,阿斯特捷利康
iamsocool, 問題是施打率不夠...沒打的被有打傳染,阿斯特捷利康
RisingTackle, 英國研究,阿斯特捷利康
s9234032, 重症防護,阿斯特捷利康
kenned, 重症90%有點少ㄟ  之前是染疫80 重症100,阿斯特捷利康
ooigi, 看英國死亡數維持在個位數就知道啦,阿斯特捷利康
kenned, 現在要看三劑跟混打  據說效果更好,阿斯特捷利康
unfinish, popy8789大概覺得最近打疫苗猝死的 全都是為了抹黑AZ才故意死掉的吧,阿斯特捷利康
eric6789, 高端問世之前給你吹一下牛無妨,阿斯特捷利康
JerryLian, 英國雖然每天幾千確整 死亡數比台低,阿斯特捷利康
ji394tb, 穩了,阿斯特捷利康
macrose, 死亡數的問題明顯在台灣啊，其他國家對AZ的疑慮是血栓的部分，台灣接種完死這麼多,阿斯特捷利康
jeff52, AZ疫苗滿不錯的，大概是因為擋到別人財路才被瘋狂攻擊吧,阿斯特捷利康
macrose, 人，必須要找出一個答案，是因為人種不同還是接種過程太過辛苦，累死老人家?,阿斯特捷利康
junshinw, 梅克爾不是也打AZ,阿斯特捷利康
info1994, AZ完全是利大於弊的疫苗 便宜好保存,阿斯特捷利康
tpck, AZ很好 不要搞混打,阿斯特捷利康
cacoi, 語畢 英國繼續封城一個月,阿斯特捷利康
adie, 支那人看不懂(看不到)重症的繁體啦,阿斯特捷利康
kait, 重症防護率高 所以英國死亡率明顯低,阿斯特捷利康
lpoijk, AZ真香~,阿斯特捷利康
areett, 就算打2劑BNT也還是有人中標好嗎~重點是預防重症,阿斯特捷利康
kimura0701, 穩了,阿斯特捷利康
qwaszxcde, 變種前7成 變種後9成 真·超前防護,阿斯特捷利康
ffaatt, 重症 中國疫苗也防,阿斯特捷利康
auxiliary11, 基進黨只打國產，,阿斯特捷利康
lemon81824, 我們台灣價值粉只打沒三期數據的謝謝,阿斯特捷利康
conanhide, 再DLC打第三劑就好了,阿斯特捷利康
bingchuan, 需要兩劑還是一劑就可以防重症？,阿斯特捷利康
BBKOX, 應該是打完第二劑的數據吧,阿斯特捷利康
mysterydream, 第二劑血栓會不會比較低阿 我比較關心這個,阿斯特捷利康
wsx9731, 防重症 但還是會被傳染？,阿斯特捷利康
evan000000, az不錯啊 當時幹嘛一直黑,阿斯特捷利康
zzoohh, 在智障八卦版AZ就是沒人要的東西一堆垃圾亂洗,阿斯特捷利康
DALUGI, 糟糕 原本不敢打的老人 大概又要搶著打AZ,阿斯特捷利康
nitvx, 又要搶著打az了,阿斯特捷利康
NTJL, 出貨文,阿斯特捷利康
doubleperson, 英國不是正被印度變種弄到大爆發？看完英國多少人打了AZ，誰信這種結論,阿斯特捷利康
honey4617912, 問問皇民那為何日本不要az,阿斯特捷利康
leeyeah, 漢奸高端屌打,阿斯特捷利康
MisuzuXD, 因為英國之前政策是優先給全部人打一劑最近才改打兩劑的,阿斯特捷利康
kj632868, 國產我99%勒 AZ你太遜,阿斯特捷利康
Jack2277, 搞到最後是疫苗剛病毒有屬性問題就是,阿斯特捷利康
aestheticer, 有說法是 az太便宜 別的廠商會沒利潤 才一直被黑,阿斯特捷利康
Cecicly, 呃 那英國都到印度變種高的原因是？,阿斯特捷利康
darlene917," 蟑螂看不懂何謂""重症防護力"".....",阿斯特捷利康
ULSHAN, 在那之前要通過血栓的試煉！,阿斯特捷利康
jerry543, 英國延長是因爲要讓還沒打疫苗的族群能在這段時間施打 現在主要爆發是還沒打的年輕人和只打一劑的人 但現在重症和死亡沒大幅飆高 代表還是有ㄧ定的效果,阿斯特捷利康
bingchuan, 莫德納跟輝瑞對印度變種病毒是一樣的效力嗎？,阿斯特捷利康
