id,contents,key word,date
Belanice, 高端仔美國那種低端國家，不如去印尼,國藥,   114.137.25.5 09/26 11:57 
milk250, 塔綠班天天氣哭囉,國藥,  61.231.99.242 09/26 11:58 
rhox, 美國打壓台灣，噁心,國藥, 114.45.189.236 09/26 11:58 
firemothra, 高端新南向政策,國藥,    114.40.58.2 09/26 11:58 
kcclasaki, 打科興連印尼能不能去都不知道勒 笑死,國藥, 118.171.22.199 09/26 11:58 
xturtle, 這新聞有點怪，是哪國民眾打不到疫苗??,國藥,   117.56.51.33 09/26 11:58 
firemothra, 美國竟然配合支那打壓台灣，有夠可悲,國藥,    114.40.58.2 09/26 11:58 
xturtle, 如果是台灣民眾的話，有科興可以選嗎?,國藥,   117.56.51.33 09/26 11:59 
oh123oh, 世界不是只有美國,國藥, 118.166.221.67 09/26 11:59 
kaodio, 祖國又贏了,國藥,  114.43.84.120 09/26 12:00 
kidd085, 高端勒？,國藥,   1.165.50.237 09/26 12:00 
sagarain, 世界不是只有美國 還有印尼,國藥,  1.164.136.162 09/26 12:00 
O300, 反觀,國藥,  223.140.1.185 09/26 12:02 
dermis, 美國是中共同路人了,國藥,  61.230.225.91 09/26 12:02 
yeng1217, 世界不止美國啦,國藥, 111.243.32.114 09/26 12:02 
iamtien, 美國跪舔中國，是我們的敵人,國藥,   42.73.175.10 09/26 12:03 
AGODC, 世界不是只有美國？啊幹現在是WHO都走這原,國藥,118.161.233.104 09/26 12:04 
FIN125, 那是針對旅遊不能入境的，你讀書，商務簽,國藥,223.136.243.244 09/26 12:04 
AGODC, 則啊！,國藥,118.161.233.104 09/26 12:04 
FIN125, 證都可以入境,國藥,223.136.243.244 09/26 12:04 
ChungLi5566, 世界不是只有WHO,國藥, 114.32.170.112 09/26 12:05 
Chen7, 世界怎麼跟得上台灣,國藥,   39.11.167.38 09/26 12:06 
simba08130, 可悲綠畜,國藥,  49.239.64.105 09/26 12:07 
kevin751231, 世界不是只有合法入境,國藥, 122.116.14.156 09/26 12:07 
alcpeon911, 綠吱：拜登舔共,國藥,    42.73.44.71 09/26 12:08 
SRadiant, 你lag好久,國藥, 114.34.103.217 09/26 12:08 
mmchen, 孿生兄弟高端呢,國藥,  27.53.137.177 09/26 12:08 
molsmopuim, http//i.imgur.com/CdxJaVA.jpg,國藥,  1.200.157.232 09/26 12:08 
horsehead, 短期美國出差沒人用商務簽吧，都用90天免簽證,國藥, 36.225.142.121 09/26 12:08 
SRadiant, 美國早就接WHO EUL的疫苗，一直不接受中國疫苗是什麼？,國藥, 114.34.103.217 09/26 12:09 
angel902037, 美國爸爸舔共，打壓台灣,國藥,  114.34.97.110 09/26 12:09 
molsmopuim, http//i.imgur.com/7uXtciD.jpg,國藥,  1.200.157.232 09/26 12:10 
angel902037, 矮化台灣為啥高端不行,國藥,  114.34.97.110 09/26 12:10 
linyi520, 世界也不是只有美國,國藥,  223.141.65.25 09/26 12:11 
tim32142000, 難怪常看到有人叫人去打科興,國藥, 36.227.144.153 09/26 12:11 
SRadiant," 最一開始的新聞，還洗""台灣只有兩款疫苗""可以入境美國，被我打臉WHO EUL都可以後，隔天就開始""美國承認中國疫苗""。笑死人XD",國藥, 114.34.103.217 09/26 12:11 
lolic, 還是蔡丁貴聰明 以後不怕沒地方烙跑,國藥, 114.136.143.23 09/26 12:12 
frank00427, 不承認高端的野雞國家誰要去啊？,國藥,  42.77.203.206 09/26 12:13 
DudeFromMars, 反觀,國藥, 114.136.213.40 09/26 12:13 
superob, 美國沒救了,國藥,   42.73.82.185 09/26 12:13 
Yahweh, 世界又不是只有美國,國藥,    1.162.4.195 09/26 12:14 
anendfox, 低端還進不去笑死,國藥,     27.51.2.69 09/26 12:14 
ieolight, 塔綠班高端戰士流行去印尼才不去美國哩,國藥,    1.171.24.93 09/26 12:15 
jayway1983, 世界又不是只有美國，還有印尼啊！,國藥,    61.227.83.1 09/26 12:15 
Blue6, 世界怎麼跟得上台灣,國藥, 223.139.108.58 09/26 12:15 
Kyo5566, 就算要打口蹄疫疫苗才能進美國也不關我,國藥,    42.74.61.50 09/26 12:16 
cherrybabe, 政黑高端塔綠班又氣死了,國藥,   218.173.7.89 09/26 12:16 
missile, 高端人士不屑去美國，都去印尼,國藥,223.141.119.183 09/26 12:16 
gay999gay, 還不進中國疫苗嗎,國藥,  49.217.205.16 09/26 12:16 
kasim15, 美國什麼落後國家wwww 印尼強多了,國藥,   123.50.55.35 09/26 12:17 
stlinman, 世界不是只有美國,國藥,  150.116.32.15 09/26 12:19 
ya123456789, 笑死..真想知道總統的表情,國藥,220.132.206.181 09/26 12:19 
kaz, 世界還有印泥,國藥,  111.71.25.160 09/26 12:20 
Lailungsheng, 新聞爆卦…,國藥,101.136.237.211 09/26 12:20 
visviva, 什麼？在叫國民打高端之前應該就考慮到了吧三立新聞XDD,國藥, 112.104.20.159 09/26 12:21 
JonBrockman, 兄弟疫苗高端，沒道理不行吧，美國爸,國藥,  114.37.151.17 09/26 12:21 
HCLP, 反觀,國藥,  58.114.154.36 09/26 12:22 
JonBrockman, 爸,國藥,  114.37.151.17 09/26 12:22 
rlhl7799, 能去印尼阿 世界不是只有美國,國藥, 27.242.130.196 09/26 12:22 
loster, 世界不是只有美國！,國藥, 114.42.153.125 09/26 12:23 
aa429, 笑死,國藥,101.137.235.162 09/26 12:23 
skizard, 大可不必 去美國,國藥, 49.217.131.118 09/26 12:23 
trylin, 世界不是只有美國,國藥,   59.102.240.1 09/26 12:24 
Hazelburn, 笑死,國藥,122.116.119.148 09/26 12:25 
ChangWufei, 世界不是只有美國 那去拜印尼做爸爸吧,國藥,  1.172.212.161 09/26 12:25 
maxboy06, 美國是三小舔共落後國？聽都沒聽過,國藥,    42.75.22.41 09/26 12:26 
tools, 跩什麼啊 阿忠部長快嗆他,國藥, 36.224.240.204 09/26 12:26 
kobe760903, 世界不是只有美國 大家來去印尼囉,國藥,   39.12.98.243 09/26 12:27 
sbthans, 世界不是只有美國，但是打高端的，現在的世界只有印尼。,國藥,  61.228.61.235 09/26 12:28 
richjf, 世界怎麼跟得上台灣 世界又不是只有美國,國藥,   114.45.0.244 09/26 12:29 
cytochrome, 高端什麼都沒有，真的是垃圾符水阿，,國藥,     39.11.3.42 09/26 12:29 
lwrwang, 因為有WHO認證，不然高端也送WHO認證呀!,國藥,  219.91.50.158 09/26 12:29 
cytochrome, 製造這種東西的人真的居心叵測,國藥,     39.11.3.42 09/26 12:29 
ziya, 高端仔崩潰到撞牆哈哈哈 死好只能去落後國家印尼,國藥,  1.168.214.171 09/26 12:30 
Galm, 笑死,國藥,114.137.178.194 09/26 12:30 
five615, 美國爸爸打壓台灣 哭死,國藥,   24.22.114.79 09/26 12:31 
s95115260, 利益太大，無法阻擋,國藥,    42.77.20.72 09/26 12:32 
ptt80357, 世界不是只有美國，還有印尼！,國藥,    39.12.68.76 09/26 12:34 
cowboyz1105, 塔綠班該認印尼為把拔了,國藥, 49.217.141.191 09/26 12:35 
force5566, 世界怎麼跟得上高端,國藥,111.250.253.230 09/26 12:36 
ptychodera, 世界不是只有美國 我們去印尼,國藥, 49.184.206.211 09/26 12:37 
zakwinner, 比台灣政府整天喊國際標準卻不認同國,國藥,150.117.201.142 09/26 12:37 
ericpan6868, 微言慫論,國藥,  220.135.16.13 09/26 12:37 
zakwinner, 際標準強多了,國藥,150.117.201.142 09/26 12:37 
lyt5566, 高端呢？,國藥, 36.227.231.189 09/26 12:38 
bradyhau106, 印尼也是大國 #新南向,國藥,111.241.169.209 09/26 12:38 
obovqq, 舔中超爽的☺,國藥, 114.40.190.120 09/26 12:38 
babyMclaren, 世界不止美國...,國藥, 223.137.57.108 09/26 12:38 
god890529, 高端：,國藥, 114.37.211.124 09/26 12:38 
babyMclaren, 美國這種落後國家，比得上台灣？,國藥, 223.137.57.108 09/26 12:38 
rexyeah, 世界,國藥,  111.71.52.199 09/26 12:39 
gnosuy, XDDD塔綠斑崩潰,國藥,   1.170.34.214 09/26 12:40 
kumalan0, 世界不止有美國,國藥, 111.83.214.144 09/26 12:40 
duke9166, 白癡才打中國疫苗 但打高端的塔綠班卻不像白癡一樣可以進入美國,國藥, 111.82.144.234 09/26 12:41 
sanji924, 還敢笑科興阿,國藥,220.141.130.121 09/26 12:43 
windowdoor, 高端呢~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,國藥, 111.82.109.168 09/26 12:44 
loverxa, 美國認證 國藥科興>>>>>>>>>>>>>>>>>低端,國藥, 157.107.73.127 09/26 12:45 
king110054, so what，我們高端人口也可以去印尼,國藥,  110.30.73.178 09/26 12:46 
drcula, 高端無敵，不打高端就是不愛台灣,國藥,  110.28.68.200 09/26 12:46 
k23, 菸粉哭暈在廁所,國藥, 218.166.228.49 09/26 12:48 
bkm1, 呼叫我們定宇浩宇兄弟檔 一起批評美國!!!,國藥,  119.14.126.72 09/26 12:48 
YOYOBOY, 塔綠班崩潰,國藥, 115.165.193.46 09/26 12:49 
RognerLiu, 反觀塔綠班的高端,國藥,   1.162.73.240 09/26 12:49 
zego41, 高端原來我才是笑話?,國藥,   36.225.80.58 09/26 12:51 
helloman, 這簡單啦 開始叫垃圾側翼洗中共打壓 再來吹捧印尼是全世界最先進的國家 順便嘲笑美國那種落後國家不值得去 信徒也是照單全收啦,國藥,  182.233.19.49 09/26 12:52 
guitar0225, 高端宇宙神藥！,國藥,  49.216.175.47 09/26 12:52 
s8800892000, 世界不只美國,國藥,111.241.115.229 09/26 12:53 
jimmmh888, 4%還不去打科興,國藥, 218.161.71.203 09/26 12:54 
easonkid, 把我大高端放哪裡？,國藥,    27.242.1.66 09/26 12:56 
kankandara, 幹,國藥,  49.216.31.247 09/26 13:00 
hohohoha, 綠渣台高端恐獲米國認證!,國藥,  218.173.155.7 09/26 13:00 
katanakiller, 美國爸爸 高端呢,國藥, 223.138.57.115 09/26 13:02 
qqq87112, 笑死大內宣過頭 高端一堆不認證,國藥, 125.230.89.237 09/26 13:03 
nrxadsl, 高端下一個，讚,國藥, 114.24.226.107 09/26 13:03 
RLH, WHO認定的疫苗應該都沒問題,國藥,   1.171.212.62 09/26 13:04 
j73596, 4%仔要爭相去中國打疫苗了,國藥,    1.168.20.23 09/26 13:06 
Kobelephants, 反觀爛黨疫苗,國藥,  180.176.88.58 09/26 13:07 
tmmtilc, 世界不是只有美國 打高端也可以去印尼,國藥, 111.82.166.106 09/26 13:07 
arminvanbuur, 綠畜快去打低端,國藥,   1.173.171.87 09/26 13:07 
allssddaa, 反觀,國藥, 180.217.203.18 09/26 13:10 
KURO1214, 娶印尼女孩回來,國藥, 180.217.79.163 09/26 13:10 
UOG7, 樓下塔綠班又要崩潰了,國藥,  59.120.142.37 09/26 13:15 
jackycheny, 世界不是只有米國嘻嘻,國藥,   1.163.183.97 09/26 13:15 
monkey6, 塔綠班高端仔崩潰狂噓我快笑死,國藥,223.140.111.190 09/26 13:18 
good90150, 世界不是只有美國，我們去印尼,國藥,  27.242.166.95 09/26 13:25 
besparkling, 塔綠班一堆人說高端是美國技轉所以沒問題，結果被美國爸爸打臉了？,國藥,  111.83.202.47 09/26 13:27 
s11811817, 世界不是只有美國 可以去印尼,國藥,     1.163.50.7 09/26 13:28 
yyan1218, 塔綠斑拜登舔共仔不意外,國藥, 123.194.153.42 09/26 13:31 
ray88076, 高端？,國藥,  49.217.202.82 09/26 13:33 
gibbs1286, 哇，真的WHO全開欸,國藥,  223.140.46.23 09/26 13:34 
tn601374, 聖蟑士大喊阿拉花媽，然後就爆炸了,國藥,  218.161.37.15 09/26 13:39 
Morgan318, 反觀,國藥,  180.217.23.26 09/26 13:41 
annie060326, 那就是AZ也可以囉,國藥, 180.217.20.247 09/26 13:42 
turbomons, 世界又不只有美國 印尼遠勝美國,國藥,  223.136.33.13 09/26 13:42 
polestar0505, 塔綠班快出征啊 笑到往生,國藥, 114.137.61.151 09/26 13:45 
i7412375952, az 都還沒確定，標題有給一個問號，五毛會不會太早高潮啊,國藥, 220.141.182.89 09/26 13:46 
CSFV, 美國同路人,國藥, 140.120.99.151 09/26 13:47 
ldeathkiller, 綠畜崩潰,國藥,  111.82.49.190 09/26 13:55 
Tonysun123, 美國粗暴的承認 大可不必,國藥,  202.3.161.108 09/26 13:58 
lulumic, 塔綠班的世界只有印尼,國藥,  27.240.195.77 09/26 13:58 
snobbish, 台灣人只去印尼啦，美國怕了吧？,國藥,   223.140.37.0 09/26 14:01 
catvsdog, 美國爸爸認證科興國藥大於高端 高端聖蟑士要崩潰氣哭惹wwwwwAZ英國的又幾億人打 用膝蓋想都知道穩過 聖蟑士有空還是擔心自己吧XDD,國藥,     39.12.6.96 09/26 14:04 
JingJing00, 還沒官方公布,國藥, 81.167.117.114 09/26 14:13 
Jerry469, XDDDD,國藥,  114.137.52.67 09/26 14:17 
a00049g, 高端：求上車,國藥,   39.13.34.103 09/26 14:20 
kbming14, 塔綠班氣哭,國藥,   101.9.46.166 09/26 14:23 
windowdoor, 世界不是只有美國啦~~~~~~~~~~~~~~~~~,國藥, 111.82.109.168 09/26 14:23 
sanxiao, 可憐高端不被承認,國藥,   110.26.34.74 09/26 14:26 
ll6a, 以下開放智障塔綠班崩潰叫人去對岸打科興,國藥,   39.12.64.213 09/26 14:29 
wellymac, 反觀高端 QQ,國藥,  111.83.198.13 09/26 14:36 
s860134, 好屌 世界不是只有美國,國藥,  123.192.17.16 09/26 14:39 
JJJZZs, 反觀,國藥, 111.252.92.222 09/26 14:43 
Ahhhhhhhhhh, 高端不如科興真的爛死,國藥,  61.227.136.22 09/26 14:46 
Tossdog, 印尼比美國高端,國藥,  114.137.13.24 09/26 14:50 
Scott05, 美國技術 美國原料 高端 去哪了,國藥,123.192.180.246 09/26 14:51 
loveapple33, 把我們黨的高端疫苗放在哪？終生不入境你邪惡美利堅,國藥,   111.251.7.86 09/26 14:57 
leveger0903, 美國跟中國的關係是 部分議題對抗部分議題合作 承認科興國藥是因為美國重回WHO,國藥,      1.200.8.2 09/26 15:08 
zanthia99,,國藥, 192.19.161.250 09/26 15:10 
hahaxd78, 哈哈哈哈哈哈哈,國藥,  27.53.178.144 09/26 15:20 
godchildtw, 高端仔！可憐哪！世界不是只有美國(禁高端仔入境),國藥,  60.251.96.130 09/26 15:25 
Osakayo81, 世界不是只有美國,國藥,220.136.151.195 09/26 15:25 
jay0215, 嘻嘻，反觀陳時中跟綠營政府繼續貶低看不起美國嘛～,國藥,118.167.252.159 09/26 15:28 
pfw, 塔綠班又不會打高端，不用替他們擔心,國藥,  180.176.74.15 09/26 15:35 
yongxchen, 活該,國藥,   1.165.205.62 09/26 15:38 
c7683fh6, 世界不是只有美國,國藥,218.173.147.129 09/26 16:19 
j198811, 科興>az,國藥,    42.73.37.19 09/26 16:21 
awaken, 把印尼貼成美國就好了啊,國藥,  42.73.185.229 09/26 16:27 
maxwells, 世界又不是只有美國..可我們只有印尼,國藥,114.137.102.150 09/26 16:31 
kulololu, 死不認錯 雙標黨,國藥,180.176.212.183 09/26 17:48 
jackq, 奇怪高端呢 阿可以去印尼阿,國藥,  180.217.7.199 09/26 18:10 
ohrring, 塔綠班：美國是支那同路人,國藥,  223.136.33.23 09/26 18:11 
Mazeway, 證實疫苗政策是全球集體失智,國藥,  49.216.83.234 09/26 18:32 
jontaxx, 你快去打呀,國藥,  118.170.29.99 09/26 18:49 
adifdtd, 美國就中共同路人阿  4%崩潰  ^^,國藥,223.137.223.125 09/26 19:00 
nivanar, 又沒明說可以就急著出來捧懶趴,國藥, 49.217.121.195 09/26 19:07 
heko77923, 怎麼沒高端,國藥,    39.8.98.208 09/26 19:11 
whitelady, 高端笑爛 世界不是只有美國 但是有印尼,國藥, 111.249.73.203 09/26 19:17 
dk2ftrmrn, 野雞國家,國藥,  49.213.171.10 09/26 19:39 
foxowlcat, 塔綠班快出來譴責啊 中共同路人  欸,國藥,   106.1.244.56 09/26 19:39 
Wall62, 反觀世界不只有美國,國藥,  27.246.33.113 09/26 20:09 
gm3252, 反觀台灣科興,國藥,   42.73.200.35 09/26 20:23 
euudknrs, 高端…,國藥, 210.209.137.75 09/26 20:40 
IRPT001, clock,國藥,  118.167.81.58 09/26 23:56 
hcshin, 塔綠班趕快出來靠北美國是中共同路人啊,國藥, 118.171.68.154 09/27 00:05 
kim1998, 打高端的都不會去美國啦，沒這個需求,國藥, 180.217.16.157 09/27 00:12 
SimplePraise, 智障塔綠班怎麼都消音了,國藥, 111.81.229.193 09/27 00:40 
auxiliary11, 基進只打國產,國藥,  36.239.138.93 09/27 01:34 
tomlucy2000, 笑死 高端仔的悲歌,國藥,    101.12.40.8 09/27 08:28 
wolf76er, 世界不是只有印尼,國藥,114.136.202.149 09/27 08:58 
a114261, 反觀高端…,國藥,    42.72.20.37 09/27 09:27 
diabolica, 兇==,國藥,  49.158.78.174 08/30 17:27 
steven30528, 國藥當然多打幾針，割韭菜難道過分了,國藥,  101.12.61.224 08/30 17:27 
jeff0025, 第三可能都沒用吧,國藥, 175.98.141.254 08/30 17:27 
jimlexus, 試試看台灣高端疫苗如何？　,國藥,223.200.128.109 08/30 17:27 
zoeapezoo, 第三劑衝擊,國藥,  101.10.94.119 08/30 17:28 
knives, 打高端，一律不算數，敢不敢講阿,國藥,   211.21.37.96 08/30 17:28 
Qaaaa, 其實這亂搞政策吧 國藥也是政府進的吧,國藥, 114.37.209.162 08/30 17:28 
dawson0130, 乳華了,國藥,  114.27.14.246 08/30 17:28 
Qaaaa, 然後人民按政府安排去打 你現在又不承認,國藥, 114.37.209.162 08/30 17:29 
littlegreen, 遜尼派的不爽中國太靠近阿富汗什葉派,國藥,    36.233.0.14 08/30 17:29 
leo1217000, 過河拆橋的概念,國藥,   61.216.95.31 08/30 17:31 
yannjiunlin, 阿聯酋是航空業者~我國僅簡稱阿聯,國藥, 111.241.149.17 08/30 17:32 
aja1008, 柯韓粉：不要，通通給我打,國藥, 114.137.11.103 08/30 17:32 
applez, 一個不留神又乳滑了,國藥,  163.20.242.73 08/30 17:36 
marktak, 嗯 高端 優質,國藥,101.136.207.109 08/30 17:38 
DUKEYANG, 香港人大認證兩劑國藥 幾個月後沒抗體https//reurl.cc/W3jeyO國藥號稱兩劑對抗Delta保護力68％比兩劑輝瑞BNT的39％強太多國藥一開始吹噓的數據還80幾％呢,國藥, 223.139.176.75 08/30 17:57 
Mazeway, 還不是要第四劑,國藥,  49.216.236.60 08/30 17:59 
egogeorge, 把強國的臉打得腫腫的,國藥, 220.132.100.63 08/30 19:54 
littlegreen, 高端快去爭取台灣之光,國藥,    36.233.0.14 08/30 11:29 
Ahhhhaaaa, 挺WHO的人崩潰,國藥,  60.251.64.160 08/30 11:29 
hbk20491, 乳華,國藥, 223.139.79.209 08/30 11:29 
mytropicfish, 阿聯酋 乳滑了嗎,國藥,  211.20.52.163 08/30 11:29 
lowsan, 4趴仔說寧願打支那疫苗不打高端,國藥, 223.137.230.77 08/30 11:29 
ko363630, 沒仔細看還以為是塔綠班,國藥,  111.83.137.87 08/30 11:29 
s155260, 好險有高端,國藥,   220.136.0.14 08/30 11:30 
giveusatank9, 話說高端打10劑算不算完全接種？,國藥,218.164.111.144 08/30 11:30 
WeGoStyle, 484乳滑？,國藥,  1.200.127.162 08/30 11:30 
scott0104, 高端機會來了！綠營趕快推疫苗外交,國藥,220.142.129.122 08/30 11:30 
ioupoiu, 4趴仔最愛的疫苗,國藥,    1.200.82.47 08/30 11:30 
abs7862604, 還是4%仔識貨,國藥,    101.9.70.74 08/30 11:30 
chen31502, 該給他們高端了,國藥,   27.52.192.87 08/30 11:30 
phina005, 沒看內容還以為在說高端，笑死,國藥,223.138.100.105 08/30 11:30 
cms6384, 乳,國藥,   220.138.31.0 08/30 11:31 
konner, 請問樓下哪裡有高端的數據可以查？,國藥,  27.242.161.43 08/30 11:31 
DudeFromMars, 高端最透明,國藥, 114.136.237.32 08/30 11:31 
MoWilliams, 柯韓粉崩潰,國藥,223.139.157.124 08/30 11:31 
pandp, 這麼有錢一開始還打一堆國藥,國藥,  1.175.119.158 08/30 11:31 
yijanmou, 笑死,國藥,123.192.128.137 08/30 11:31 
GENU, 早該拒絕了,國藥, 118.169.234.55 08/30 11:31 
baiya, 乳華了,國藥, 122.118.14.147 08/30 11:31 
chen31502, 高端打幾劑可以算完全接種？,國藥,   27.52.192.87 08/30 11:31 
james80351, 二分腦又出現囉www,國藥,111.185.115.110 08/30 11:32 
s762ok, 高端可以提供給他們試試看啊 台灣都開打了,國藥,104.156.111.181 08/30 11:32 
doveplus, 他國疫苗事務討論這麼認真幹嘛,國藥,  211.75.236.37 08/30 11:32 
Chen73, 4%藍最愛疫苗 有國際認證 幾億人施打,國藥, 60.250.130.225 08/30 11:33 
s762ok, 但是目前還沒有保護力的數據喔,國藥,104.156.111.181 08/30 11:33 
TWkiller, 有種不要用啊，爆發了就不要回來求中國,國藥,   180.217.0.94 08/30 11:33 
charloette, 阿拉伯聯合酋長國是獨裁國家,國藥,   114.38.14.49 08/30 11:33 
poi96300, 小粉紅集體出征,國藥, 49.213.159.216 08/30 11:33 
doveplus, 笑死 阿聯酋有在擔心打不到認證疫苗?,國藥,  211.75.236.37 08/30 11:34 
dx4368, 乳滑！！！尚書大人快鍘他,國藥, 223.140.95.226 08/30 11:34 
webb, 台灣已有60萬數據....以後會更多~~!!!,國藥, 36.230.211.139 08/30 11:34 
peterwu4, 接種者無法知道疫苗的確切效率有多少…,國藥,  61.222.220.37 08/30 11:34 
doveplus, 爆發也不會去求中國啦 放心好了,國藥,  211.75.236.37 08/30 11:35 
ghghfftjack, 新試劑服英戰士：4趴最愛,國藥,    39.12.226.1 08/30 11:35 
peterwu4, 擔憂疫苗的效力不夠… 是在講誰啊…,國藥,  61.222.220.37 08/30 11:35 
younggrass, 塔綠班高潮啦啦啦啦,國藥,     1.34.113.1 08/30 11:35 
ziso, 嘴國藥的講的好像高端有被認證一樣XD,國藥, 211.72.185.125 08/30 11:36 
marktak, 早進高端不就沒事了嗎,國藥,101.136.205.102 08/30 11:36 
inshadow, 高端研究數據很夠 以後還有國軍要打,國藥, 61.227.123.240 08/30 11:37 
chris287, 小塔綠很急 沒想到高端數據更少www,國藥,    1.200.98.40 08/30 11:38 
iMANIA, 舔共仔5毛小粉紅最愛吹捧的國藥 啪! 沒了!,國藥, 123.195.99.139 08/30 11:38 
terry1020, 高端都送他們吧,國藥,114.136.249.143 08/30 11:38 
doveplus, 看舔共滅活仔跟高端仔互罵真的好有趣喔都是爛疫苗有差喔  笑死,國藥,  211.75.236.37 08/30 11:39 
lionboy530, WHO認真不也跟高端一樣廢,國藥,    42.72.84.74 08/30 11:40 
Ooxxeeoo, 沒被納入就不用擔心會被剔除了啊！,國藥,  42.74.123.213 08/30 11:40 
skizard, 今日國藥，明日高端,國藥,    114.38.6.56 08/30 11:40 
huckebein12, 流著血淚開嘲諷的高端仔很妙,國藥,   42.72.59.168 08/30 11:42 
Daz2005i, 八卦最愛的國際認證疫苗,國藥,220.130.168.193 08/30 11:42 
prettyna, 不只針對大陸疫苗吧 這是斷章取義,國藥,  14.120.106.21 08/30 11:43 
chrome, 來給柯韓粉一人一劑國藥,國藥,223.139.220.224 08/30 11:43 
BlueMoonTim, 國藥都如此了，那你高端大內宣的智商是…？,國藥, 114.137.117.77 08/30 11:45 
s10016450, 藍白最愛的疫苗…,國藥,    27.53.97.95 08/30 11:45 
moneygg, 塔綠班又再幫別人崩潰了,國藥, 101.136.54.172 08/30 11:45 
marlonlai, 沒數據的就是這樣啊 目前檯面上數據夠多的也就AZ、BNT跟默德納,國藥,   1.161.94.122 08/30 11:46 
tolajan, 4%仔追隨師父打有國際認証的,國藥,223.140.192.226 08/30 11:46 
weidisue, 藍白的最愛,國藥,  182.233.0.147 08/30 11:46 
marlonlai, 打其他的基本上都是傻子,國藥,   1.161.94.122 08/30 11:47 
your1225, 塔綠班高潮囉 你高端好棒 打了沒？,國藥, 223.136.199.31 08/30 11:49 
antineutrino, 817韭菜們打著高端笑國藥 哈,國藥,  111.83.189.41 08/30 11:53 
polestar0505, 塔綠班高端聖蟑士高潮一波,國藥,  111.71.83.248 08/30 11:53 
iloveivy0712, 推薦高端做追加劑,國藥,  114.27.28.207 08/30 11:55 
toshizo, 這樣還算不算是國際認證疫苗？,國藥,   27.53.112.70 08/30 11:57 
GaryMatthews, 玻璃心要碎了 有種抵制不買阿聯的油呀 XD,國藥,  98.42.222.140 08/30 11:59 
fcuspy, 中國人與狗,國藥,   101.51.40.90 08/30 12:01 
Laotoe, 塔綠班真的好笑，一下說藍白粉最愛科興，一下又說最愛國藥，一下又說最愛以色列實證不佳的BNT,國藥,   101.12.43.23 08/30 12:05 
Tahuiyuan, 完了如花（國際認證無用疫苗,國藥,118.165.223.165 08/30 12:05 
Laotoe, 幫人崩潰 幫人喜歡東西，怎麼這麼貼心,國藥,   101.12.43.23 08/30 12:05 
NCUking, 高端拯救世界,國藥,  118.163.47.25 08/30 12:07 
dreamyello, 高端戰士要打幾針還是“未知”,國藥, 223.140.177.59 08/30 12:08 
MK250, 小粉紅又崩潰,國藥, 101.136.251.43 08/30 12:09 
yvette34528, 高端也差不多,國藥,   223.138.86.1 08/30 12:10 
doreen781204, 人家有國藥，我們有高端,國藥,  49.216.236.51 08/30 12:10 
dayai, 綠共效法紅共ing,國藥,210.242.144.117 08/30 12:14 
