id,contents,key word
ecnecsinimer, 好啦你趕快買到貨了大概又要說啥只到100萬,Moderna
hsnumax, DPP裝死中~,Moderna
Pluto17, 啊不是全世界都在缺貨？？?？,Moderna
Asucks, 反觀廢物無能塔綠班,Moderna
zsp8084, 不就要你打最貴的高端 可悲政府,Moderna
sismiku, 不是有BNT...不是一堆人想要混打BNT,Moderna
pbrotherbala, 反觀…,Moderna
blacksswan, 補充，主要是替代AZ供應偏鄉跟社區一百萬劑是透過歐盟，集歐洲各國即期多餘疫苗,Moderna
Geel, 反觀啦哪次不反觀,Moderna
mudee, 有高端不打 就不要吵,Moderna
chulen, 反觀 然後看到新聞有人繼續裝死,Moderna
guppys2005, 反觀無能塔綠班蓋牌組織,Moderna
ksjr, 不要太不滿,Moderna
hhuuggoo2130, 反觀,Moderna
aa2425, 反觀廢物cdc,Moderna
yesorno, 幹~開放藥廠代理疫苗進口啦!拎北自己買你的高端留給第二類官員啦!幹,Moderna
huijun, 反觀,Moderna
chaojune, 不是還有高端嗎 哭什麼,Moderna
rushfudge, 散彈槍式爆打高端10隻會贏吧,Moderna
JustWinslow, 我看起來像時鐘嗎,Moderna
FuySenk, 我也等不到第二劑moderna,Moderna
ttww1991, 你是外送員喔?,Moderna
minifat, 這疫苗其實有點奇怪，你沒事幹嘛去玩俄,Moderna
Dinenger, 混高端比較好吧,Moderna
kawc1034, 染疫然後恢復比打疫苗強,Moderna
koromo1991, 高端副作用少當然混高端,Moderna
minifat, 羅斯輪盤玩完還是要再玩更大的，可能這樣我考不到好學校,Moderna
cttw19, 國外有開放混打 ok的,Moderna
Dinenger, 一萬美金 你做夢吧 100美金還差不多,Moderna
ccrpupu, 打最好的高端阿,Moderna
avigale, 只打一劑就得也會boost啊,Moderna
etiennechiu, 一樣都是mRNA沒意義,Moderna
alozo, 太傳神了，台灣鯛就是這樣,Moderna
andy199113, 阿幹 不問醫師不然要問誰,Moderna
shiaobai, 中肯,Moderna
Mazeway, 自己不會評估就承認，很難嗎？建議可打然後出事不就評估錯誤,Moderna
alf031123, 照念就對了啦 叫他自己選仿單跟屎一樣,Moderna
hwusuenn, 前：神醫　後：庸醫、殺人魔,Moderna
yumeiro9190, 希望四樓以後找的到醫生幫他評估正確,Moderna
Mazeway, 我自己會研究 謝謝,Moderna
lucifiel1618, 被害妄想症,Moderna
su4vu6, 現實就是這樣啊 被害妄想症也是因為有案例有人發生過 自然會怕 恐懼支配的理性,Moderna
LoveMakeLove, 凡是疫苗的問題我一律建議問自己,Moderna
lucifiel1618, 科學精神就是是就說是不是說不是不知道就說不知道沒辦法評估你就說不知道就好，不給評估或是給一個自己安心的答案對得起病人嗎,Moderna
callmeanswer, 回不知道又要被靠夭說當醫生不知道,Moderna
lucifiel1618, 真的智障，你既然也知道怎樣都會被罵怎麼不選一個合邏輯對得起自己良心的選一個對自己一點好處都沒有的答案幹嘛,Moderna
Edco, 到時染疫就怪你叫病人不要打 還不是一樣,Moderna
p597fg, 怎麼會沒好處？ 減少跑法院的機率就是好處啊，以為無罪就不用成本哦？,Moderna
gag565, 我都打McDonald's,Moderna
lucifiel1618, 有些人真的是沒腦子你說不知道他是要告個屁會比你亂給個不符合專業判斷的答案容易告嗎,Moderna
Noobungas, 同樣有慢性病就是有人活有人打完死,Moderna
rjie, 說不知道脫不了身吧，沒出社會智力還沒成長吼,Moderna
miname, 你能自私，其他人不行？,Moderna
segio, 說真的.健康的人都有一定的風險..,Moderna
AustinRivers, 加油啦  主要原因讓大家擔心害怕的原因很明顯阿,Moderna
segio, 打EUA疫苗.風險須自行評估.沒有萬全疫苗,Moderna
CharleneTsai, 好 阿姨加油 祝福您的耐心有好結果,Moderna
AustinRivers, 希望您可以安心平安,Moderna
magamanzero, 推一下 有醫生願意幫忙檢查算不錯了畢竟現在疫苗大多是EUA,Moderna
colorclover, 情緒勒索 戴好口罩 做好消毒就可以了,Moderna
magamanzero, 醫生很難去說什麼,Moderna
ChinkFilmsZZ, 最頂的,Moderna
annie06045, 你醫生還不錯 願意幫你檢查再評估,Moderna
bkebke, 檢查沒用吧 主要還是要看國外統計的結果,Moderna
WalkinCloud, 其實不要打最好 沒有一定要打疫苗除非妳常群聚或高風險接觸人群,Moderna
rickshi, 我媽64歲裝心律調節器打莫德納ok不過妳可能等不到莫德納,Moderna
minichuchu, 我跟你一樣有這問題，謝謝你的更新，,Moderna
freakpoor, 良心建議，疫苗本身都不是什麼好東西，要打一定要風險最小的，心臟問題不能開玩笑的,Moderna
Nightu05, 額 可是其他人打了 不代表環境就是安全吧？@@ 打了的才防重症 不防傳染吧,Moderna
sma7061, 不是有醫師說都很好了？難道要跟你說都,Moderna
segio, 這些都EUA疫苗.醫生沒有足夠資訊判斷,Moderna
sma7061, 不能打你才高興,Moderna
callmeanswer, 疫苗又不是他做的  他要怎麼負責,Moderna
YDSK, 光看你的內容，我敢保證到時候出事你肯定,Moderna
marlboro1527, 跟我遇到醫生都一樣，不敢掛保證怕出事你來灰。,Moderna
YDSK, 第一時間馬上說是醫生給的建議,Moderna
NAMESTANLY, 因為都差不多...,Moderna
linkmusic, 我不要告訴你XD,Moderna
YDSK, 真的要給可以，全程錄影+錄音，然後簽切結書,Moderna
barmonise, 有夠鯛，你以為世界上所有事情都有標準答案,Moderna
YDSK, 你可能覺得這很誇張，但抱歉，台灣不是一個,Moderna
ellewoodskuo, 疫苗本來就自己決定要不要打,Moderna
gogolct, 醫師都說很好了，你有在聽嗎？,Moderna
ellewoodskuo, 刁民,Moderna
YDSK, 很尊重醫學專業的國家，從你的內容看來也是,Moderna
Anyotw, EUA疫苗…你要醫生開上帝視角喔,Moderna
YDSK, 真的有職業道德的人，才不會在狀況不明下隨,Moderna
xxxg00w0, 台灣對醫療專業的長期糟蹋啊，出一次狀況變醫糾毀醫生一輩子，誰敢跟你講有把握的實話？,Moderna
qqzz001, 現在就是EUA疫苗 就算現在沒事 5年.10年,Moderna
bignoob, 哪個醫生要跟你掛保證,Moderna
YDSK, 便給意見，講更白點這是衛福度應該公開給,Moderna
bignoob, 出事又要找人唉,Moderna
qqzz001, 後如果哪一款有出現大量問題 這還怪醫生?,Moderna
Sianan, 還好醫生沒跟你保證呵呵,Moderna
YDSK, 大眾的訊息，而不是隨便一個醫生跟你打包票,Moderna
qqzz001, 醫生又不是神 誰知道會怎樣..,Moderna
Anyotw, 你這個歡度跟邏輯，我是醫生也什麼都不敢跟你說,Moderna
itoyukiya, 可以不打 但重症不要後悔,Moderna
qqzz001, 之前疫苗也說2劑就ok 結果現在又3劑.4劑,Moderna
hydra3179, 可以等國際上有四期都做完的疫苗再來施打,Moderna
chengb, 初4一定吉,Moderna
axalto, 樓上的i大的話也可以反過來說，可以打，但,Moderna
ivorysoap, 人家就怕你反悔告他啊,Moderna
axalto, 但出事別後悔,Moderna
linkmusic, 你誤會了，疫苗相關專業的一面你可能要去問藥學製藥相關的專家不是醫生，非本科的藥劑不是醫生的專業,Moderna
warchiefdodo, 民進黨粉的話推高端,Moderna
colorclover, 自己google,Moderna
timlu, 打BNT啊 FDA完全授權也,Moderna
hyperdunk, 叫你自己評估了 一直要人家背書,Moderna
su4vu6, 醫生不覺得有啥問題啊==,Moderna
yun420179, 因為他們也無法保證百分百沒事 沒有硬推已經很有醫德了,Moderna
su4vu6, 所以叫你自己評估,Moderna
powervalue, 分析完出事一定被告啊,Moderna
Rue168101, 以前很多有良心的阿 但病人死了就開告誰想有良心,Moderna
hp0024, 所以先去請醫師評估有什麼問題嗎？指揮中心都這樣說了欸,Moderna
WantFxxk4X, 醫生都很沒肩膀,Moderna
ben8102, 自己的命自己負責啦,Moderna
stja,,Moderna
bkebke, 就理論上沒問題 但醫生不想幫你做保現在連心肌梗塞和主動脈剝離都要牽托了,Moderna
DDG114514, 可惜你媽媽的小孩不是醫生,Moderna
ab4daa, 放心  醫師說安全你打了死掉也是你自己的問題,Moderna
Gangtai, 都很好還不去打,Moderna
crazy0228, 笑死，自己不敢做決定，硬要拉醫生來墊背,Moderna
deerdriver, 就是有職業道德才不敢亂說,Moderna
sameber520, 你也是現在才說不要醫生負責 誰知道?,Moderna
rcak801, 你那幾個看起來，像是最後要醫生給答案時的回答吧。不然醫生應該不太可能從頭到尾就回這一句。前面真的完全沒有分析嗎？ 這我有點存疑你要不要問看看令堂醫生還說了些甚麼,Moderna
eason123, 鯛,Moderna
kmuot0222, 感覺這個作者提出的情境不夠完整，回感覺會受到前後文影響到回答的解讀,Moderna
Mazeway, 總比說可以打然後猝死好吧請好好自己做功課,Moderna
lml99, 防禦醫療,Moderna
lai3637, 會怕就不要打 不要來浪費版面,Moderna
a16625t, 有良心的都被告完了,Moderna
p597fg, 你說的醫師都在跑法院 沒時間回你,Moderna
rjie, 上一個給出明確建議的正在開庭,Moderna
callmeanswer, 敢這樣建議推勇者  出示你負責,Moderna
DustToDust, 百萬分之15左右 只是年輕人機率高,Moderna
Anyotw, 心臟病跟新冠選一個..真刺激那是正常人的機率，對心臟病的風險現在沒數據,Moderna
linkmusic, Q Q,Moderna
windy041, 他那樣輝瑞的也不行吧,Moderna
chengb, 初4一定吉,Moderna
sagarain, 紐西蘭好像死一個 這兩天的新聞,Moderna
labell, 日本都有 美國哪可能沒有 台灣數字多一堆,Moderna
sivaanny, 我怎麼記得好像看過有個美國的青少年打BNT死掉的新聞https//reurl.cc/YOZZ64,Moderna
giveusatank9, 高端歡迎你,Moderna
hn15835163, 能打就打 不要挑,Moderna
ev331, 不是血栓可以打AZ吧,Moderna
deepdish, 怕就當肥宅不要打,Moderna
yzelly, 打了怕會死，不打會死嗎？,Moderna
linkmusic, me too 原來大家都一樣心跳過百家常便飯,Moderna
chengb, 你還有30萬的價值，如果是真的600W,Moderna
EarlyInMay, 我也是耶 打完疫苗發燒的時候心跳快到要升天的感覺,Moderna
ghchen1978, 打高端不就沒事了,Moderna
mioaria, 沒人敢跟你保證的幫QQ,Moderna
Mazeway, 聰明，不然猝死會去找他,Moderna
werqq, 打高端啊,Moderna
lamigo520, 醫生怎麼敢給你答案？,Moderna
Mazeway, 醫師保證也會猝死啊,Moderna
b10485762000, 看你控制狀況吧,Moderna
phix, 心臟不好就不要打吧,Moderna
lamigo520, 跟你說不能打：醫生說不能打，有沒有八卦？跟你說可以打，如果不幸出事？家屬：醫生要賠錢啦，都是醫生要他打,Moderna
ghchen1978, 其實心臟科醫生跟你這樣講蠻不負責任,Moderna
lamigo520, 的,Moderna
ghchen1978, 的，覺得你還是換個醫生比較好,Moderna
ilanese, 每個人體質不同，醫師哪敢掛保證？,Moderna
Cyuhsuan, 沒人可以保證吧,Moderna
a79111010, 醫生也不想背這個鍋的意思,Moderna
freetempo, 這回答感覺是醫生們的SOP 不然出事怎辦,Moderna
AKPT, 加油，家人有二尖瓣脫垂病史，az心悸一個月,Moderna
master56, 跟你說能打然後出事了 誰要跟你保證,Moderna
Yuwuen, 別傻辣 施打醫生每日施打數是門診數的數倍,Moderna
LoveMakeLove, 心臟科主治醫生：偶不要背鍋,Moderna
gay7788, 這樣你就先暫緩ㄚ,Moderna
horseorange, 就機率問題 誰想背,Moderna
myIDis7, 打高端 死掉賺600萬,Moderna
scott032, 這個我也有 反正現在疫情不熱就暫緩,Moderna
hydra3179, 現在醫療糾紛這麼多，哪敢跟你保證,Moderna
Yuwuen, 其實你可以打高端 無論死活肯定不會是疫苗引起的問題 這樣你也不會含冤而去,Moderna
CharleneTsai, 醫生這樣很正確啊 現在相關研究也還不夠多 隨便亂回答 唬爛你 才是不負責任,Moderna
js52666, 醫生不想背鍋保護自己,Moderna
zxcv40711, 高端那麼安全 就你在黑,Moderna
a92011, 其實打相較於不打，還是利大於弊啦然後施打疫苗跟疫情是否趨緩沒有關係,Moderna
ayu61718, 我也二尖瓣膜脫垂@@但我還是預約AZ了,Moderna
poi96300, 發生心肌炎的機制 國外都還沒個定論,Moderna
Janius, 沒人想背鍋,Moderna
a92011, COVID-19已經流感化，等到疫情嚴峻再來想,Moderna
fatmay, 為什麼他要回答你？還是你怕打了疫苗掛了,Moderna
a92011, 打，只怕緩不濟急,Moderna
ChrisJericho, 不要打 現在也沒這麼危險,Moderna
ayu61718, 基本上這種問題問醫生他們真得通常都會,Moderna
deerdriver, 沒人敢負責 醫學也是靠實驗跟經驗 現在的狀況沒有做過實驗也沒人有經驗,Moderna
gogamer, 等 BNT，300多萬人登記，一定很多人跟你,Moderna
ayu61718, 要你直接問幫你打疫苗的醫生拉,Moderna
gogamer, 一樣的病。等他們沒事再去打。,Moderna
sasaflight, 真的沒人能保證,Moderna
fatmay, 國家不賠，要找一個人來負責,Moderna
bignoob, 誰敢給你答案,Moderna
BaRanKa, 但是你確實是染疫重症致死的高風險,Moderna
ayu61718, 就算打了有很大概率沒事 但誰知道會不會,Moderna
bignoob, 打mRNA疫苗出問題呢,Moderna
ayu61718, 就是這麼巧可能0.0幾趴機率就是發生事情所以醫師大多都不敢冒這個風險不願背鍋,Moderna
bignoob, 沒有任何一個人可以給你保證,Moderna
fatmay, 我第2類到現在都還沒打，一堆人沒疫苗打,Moderna
Mazeway, 0.01%其實很高耶,Moderna
cttw19, 不敢打AZ 打mRNA疫苗後送醫的也大有人在,Moderna
ChiaChi2018, 醫生說可以打 你死了一定是去找醫生,Moderna
stl3, 搞不好他也不懂 又不好意思承認,Moderna
ChiaChi2018, 1922才不管你勒,Moderna
u8351574, 問別的醫生啊,Moderna
poi96300, 腺病毒血栓倒是有比較明確誘發機制了,Moderna
crazysinger, 你應該去諮詢預防醫療專業的吧？1922大多都接線生而已,Moderna
Mazeway, 沒有人真的懂，因為這是新的東西,Moderna
iamjojo, 打疫苗的確都不回答 要你到現場問,Moderna
fatmay, 時鐘這種咖卻打兩劑AZ，希望他得武漢肺炎,Moderna
gju88888, 會怕就等啊 反正台灣沒疫情,Moderna
winiS, 講了會色違，誰還敢講,Moderna
distellable, 有報到但是被現場醫生判定不適合打也算爽約嗎,Moderna
terry1043, 副診斷就不符合真的很蠢...逼大家要分,Moderna
distellable, 話說回來 如果當下判斷不適合打,Moderna
terry1043, 兩個醫生看唷,Moderna
distellable, 你下輪還會繼續預約?,Moderna
bla, 沒有人會幫你擔這個責任的,Moderna
terry1043, 主診斷高血壓+副診斷糖尿病就不符第9,Moderna
shuo1010, 醫生也要自保,Moderna
menshuei, 我也認為你這個去問醫生，醫師也不一定很清楚疫苗現況阿，,Moderna
zxasqw0246, 因為沒人能正確回答你 出事怪誰,Moderna
andel121, 1922其實就是電信客服人員，他們也是看,Moderna
menshuei, 高端至少技術上來說比較傳統，指揮中心,Moderna
andel121, 樣板答案回答而已吧！,Moderna
menshuei, 的人都說這款比較可靠了，檯面上的疫苗都是這兩年開發出來的，跟標準疫苗流程,Moderna
john60111, 有沒有考慮就不要打，目前看起來疫情,Moderna
menshuei, 本身就存在差異。,Moderna
andy199113, 「女」 哇嗚 八卦板有女孩子等BNTㄅ,Moderna
chrome, 現在醫生都怕醫療糾紛拉 看新聞都怕了,Moderna
mynewid, rap,Moderna
killerbbt, 我脈動脈、二三尖瓣都閉鎖不全打az給妳參考,Moderna
black510433, 先不要打好了 感覺很危險,Moderna
dawnnn317, 不要打,Moderna
chenda, 這醫生真聰明,Moderna
QEADZCXS, 誰敢保證？,Moderna
killerbbt, 別想太多、疫苗險保了就上吧，我打了兩劑還不是一尾活龍,Moderna
signm, 因為醫生不敢保證阿出事率就0.00幾,Moderna
