id,contents,key word,date
gremon131, 反,科興, 114.39.224.229 09/26 11:56 
snow3804, 你可以去印尼留學阿,科興,  1.164.181.127 09/26 11:56 
firemothra, 美國要跟支那一起崩潰了,科興,    114.40.58.2 09/26 11:57 
evan000000, 高端可以嗎,科興, 118.169.44.231 09/26 11:57 
snow3804, 你可以到印尼經商蔡英文也可以到印尼拚外交,科興,  1.164.181.127 09/26 11:57 
qqq87112, 世界不之有美國 可以去印尼,科興, 125.230.89.237 09/26 11:57 
Belanice, 高端仔美國那種低端國家，不如去印尼,科興,   114.137.25.5 09/26 11:57 
milk250, 塔綠班天天氣哭囉,科興,  61.231.99.242 09/26 11:58 
rhox, 美國打壓台灣，噁心,科興, 114.45.189.236 09/26 11:58 
firemothra, 高端新南向政策,科興,    114.40.58.2 09/26 11:58 
kcclasaki, 打科興連印尼能不能去都不知道勒 笑死,科興, 118.171.22.199 09/26 11:58 
xturtle, 這新聞有點怪，是哪國民眾打不到疫苗??,科興,   117.56.51.33 09/26 11:58 
firemothra, 美國竟然配合支那打壓台灣，有夠可悲,科興,    114.40.58.2 09/26 11:58 
xturtle, 如果是台灣民眾的話，有科興可以選嗎?,科興,   117.56.51.33 09/26 11:59 
oh123oh, 世界不是只有美國,科興, 118.166.221.67 09/26 11:59 
kaodio, 祖國又贏了,科興,  114.43.84.120 09/26 12:00 
kidd085, 高端勒？,科興,   1.165.50.237 09/26 12:00 
sagarain, 世界不是只有美國 還有印尼,科興,  1.164.136.162 09/26 12:00 
O300, 反觀,科興,  223.140.1.185 09/26 12:02 
dermis, 美國是中共同路人了,科興,  61.230.225.91 09/26 12:02 
yeng1217, 世界不止美國啦,科興, 111.243.32.114 09/26 12:02 
iamtien, 美國跪舔中國，是我們的敵人,科興,   42.73.175.10 09/26 12:03 
AGODC, 世界不是只有美國？啊幹現在是WHO都走這原,科興,118.161.233.104 09/26 12:04 
FIN125, 那是針對旅遊不能入境的，你讀書，商務簽,科興,223.136.243.244 09/26 12:04 
AGODC, 則啊！,科興,118.161.233.104 09/26 12:04 
FIN125, 證都可以入境,科興,223.136.243.244 09/26 12:04 
ChungLi5566, 世界不是只有WHO,科興, 114.32.170.112 09/26 12:05 
Chen7, 世界怎麼跟得上台灣,科興,   39.11.167.38 09/26 12:06 
simba08130, 可悲綠畜,科興,  49.239.64.105 09/26 12:07 
kevin751231, 世界不是只有合法入境,科興, 122.116.14.156 09/26 12:07 
alcpeon911, 綠吱：拜登舔共,科興,    42.73.44.71 09/26 12:08 
SRadiant, 你lag好久,科興, 114.34.103.217 09/26 12:08 
mmchen, 孿生兄弟高端呢,科興,  27.53.137.177 09/26 12:08 
molsmopuim, http//i.imgur.com/CdxJaVA.jpg,科興,  1.200.157.232 09/26 12:08 
horsehead, 短期美國出差沒人用商務簽吧，都用90天免簽證,科興, 36.225.142.121 09/26 12:08 
SRadiant, 美國早就接WHO EUL的疫苗，一直不接受中國疫苗是什麼？,科興, 114.34.103.217 09/26 12:09 
angel902037, 美國爸爸舔共，打壓台灣,科興,  114.34.97.110 09/26 12:09 
molsmopuim, http//i.imgur.com/7uXtciD.jpg,科興,  1.200.157.232 09/26 12:10 
angel902037, 矮化台灣為啥高端不行,科興,  114.34.97.110 09/26 12:10 
linyi520, 世界也不是只有美國,科興,  223.141.65.25 09/26 12:11 
tim32142000, 難怪常看到有人叫人去打科興,科興, 36.227.144.153 09/26 12:11 
SRadiant," 最一開始的新聞，還洗""台灣只有兩款疫苗""可以入境美國，被我打臉WHO EUL都可以後，隔天就開始""美國承認中國疫苗""。笑死人XD",科興, 114.34.103.217 09/26 12:11 
lolic, 還是蔡丁貴聰明 以後不怕沒地方烙跑,科興, 114.136.143.23 09/26 12:12 
frank00427, 不承認高端的野雞國家誰要去啊？,科興,  42.77.203.206 09/26 12:13 
DudeFromMars, 反觀,科興, 114.136.213.40 09/26 12:13 
superob, 美國沒救了,科興,   42.73.82.185 09/26 12:13 
Yahweh, 世界又不是只有美國,科興,    1.162.4.195 09/26 12:14 
anendfox, 低端還進不去笑死,科興,     27.51.2.69 09/26 12:14 
ieolight, 塔綠班高端戰士流行去印尼才不去美國哩,科興,    1.171.24.93 09/26 12:15 
jayway1983, 世界又不是只有美國，還有印尼啊！,科興,    61.227.83.1 09/26 12:15 
Blue6, 世界怎麼跟得上台灣,科興, 223.139.108.58 09/26 12:15 
Kyo5566, 就算要打口蹄疫疫苗才能進美國也不關我,科興,    42.74.61.50 09/26 12:16 
cherrybabe, 政黑高端塔綠班又氣死了,科興,   218.173.7.89 09/26 12:16 
missile, 高端人士不屑去美國，都去印尼,科興,223.141.119.183 09/26 12:16 
gay999gay, 還不進中國疫苗嗎,科興,  49.217.205.16 09/26 12:16 
kasim15, 美國什麼落後國家wwww 印尼強多了,科興,   123.50.55.35 09/26 12:17 
stlinman, 世界不是只有美國,科興,  150.116.32.15 09/26 12:19 
ya123456789, 笑死..真想知道總統的表情,科興,220.132.206.181 09/26 12:19 
kaz, 世界還有印泥,科興,  111.71.25.160 09/26 12:20 
Lailungsheng, 新聞爆卦…,科興,101.136.237.211 09/26 12:20 
visviva, 什麼？在叫國民打高端之前應該就考慮到了吧三立新聞XDD,科興, 112.104.20.159 09/26 12:21 
JonBrockman, 兄弟疫苗高端，沒道理不行吧，美國爸,科興,  114.37.151.17 09/26 12:21 
HCLP, 反觀,科興,  58.114.154.36 09/26 12:22 
JonBrockman, 爸,科興,  114.37.151.17 09/26 12:22 
rlhl7799, 能去印尼阿 世界不是只有美國,科興, 27.242.130.196 09/26 12:22 
loster, 世界不是只有美國！,科興, 114.42.153.125 09/26 12:23 
aa429, 笑死,科興,101.137.235.162 09/26 12:23 
skizard, 大可不必 去美國,科興, 49.217.131.118 09/26 12:23 
trylin, 世界不是只有美國,科興,   59.102.240.1 09/26 12:24 
Hazelburn, 笑死,科興,122.116.119.148 09/26 12:25 
ChangWufei, 世界不是只有美國 那去拜印尼做爸爸吧,科興,  1.172.212.161 09/26 12:25 
maxboy06, 美國是三小舔共落後國？聽都沒聽過,科興,    42.75.22.41 09/26 12:26 
tools, 跩什麼啊 阿忠部長快嗆他,科興, 36.224.240.204 09/26 12:26 
kobe760903, 世界不是只有美國 大家來去印尼囉,科興,   39.12.98.243 09/26 12:27 
sbthans, 世界不是只有美國，但是打高端的，現在的世界只有印尼。,科興,  61.228.61.235 09/26 12:28 
richjf, 世界怎麼跟得上台灣 世界又不是只有美國,科興,   114.45.0.244 09/26 12:29 
cytochrome, 高端什麼都沒有，真的是垃圾符水阿，,科興,     39.11.3.42 09/26 12:29 
lwrwang, 因為有WHO認證，不然高端也送WHO認證呀!,科興,  219.91.50.158 09/26 12:29 
cytochrome, 製造這種東西的人真的居心叵測,科興,     39.11.3.42 09/26 12:29 
ziya, 高端仔崩潰到撞牆哈哈哈 死好只能去落後國家印尼,科興,  1.168.214.171 09/26 12:30 
Galm, 笑死,科興,114.137.178.194 09/26 12:30 
five615, 美國爸爸打壓台灣 哭死,科興,   24.22.114.79 09/26 12:31 
s95115260, 利益太大，無法阻擋,科興,    42.77.20.72 09/26 12:32 
ptt80357, 世界不是只有美國，還有印尼！,科興,    39.12.68.76 09/26 12:34 
cowboyz1105, 塔綠班該認印尼為把拔了,科興, 49.217.141.191 09/26 12:35 
force5566, 世界怎麼跟得上高端,科興,111.250.253.230 09/26 12:36 
ptychodera, 世界不是只有美國 我們去印尼,科興, 49.184.206.211 09/26 12:37 
zakwinner, 比台灣政府整天喊國際標準卻不認同國,科興,150.117.201.142 09/26 12:37 
ericpan6868, 微言慫論,科興,  220.135.16.13 09/26 12:37 
zakwinner, 際標準強多了,科興,150.117.201.142 09/26 12:37 
lyt5566, 高端呢？,科興, 36.227.231.189 09/26 12:38 
bradyhau106, 印尼也是大國 #新南向,科興,111.241.169.209 09/26 12:38 
obovqq, 舔中超爽的☺,科興, 114.40.190.120 09/26 12:38 
babyMclaren, 世界不止美國...,科興, 223.137.57.108 09/26 12:38 
god890529, 高端：,科興, 114.37.211.124 09/26 12:38 
babyMclaren, 美國這種落後國家，比得上台灣？,科興, 223.137.57.108 09/26 12:38 
rexyeah, 世界,科興,  111.71.52.199 09/26 12:39 
gnosuy, XDDD塔綠斑崩潰,科興,   1.170.34.214 09/26 12:40 
kumalan0, 世界不止有美國,科興, 111.83.214.144 09/26 12:40 
duke9166, 白癡才打中國疫苗 但打高端的塔綠班卻不像白癡一樣可以進入美國,科興, 111.82.144.234 09/26 12:41 
sanji924, 還敢笑科興阿,科興,220.141.130.121 09/26 12:43 
windowdoor, 高端呢~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,科興, 111.82.109.168 09/26 12:44 
loverxa, 美國認證 國藥科興>>>>>>>>>>>>>>>>>低端,科興, 157.107.73.127 09/26 12:45 
king110054, so what，我們高端人口也可以去印尼,科興,  110.30.73.178 09/26 12:46 
drcula, 高端無敵，不打高端就是不愛台灣,科興,  110.28.68.200 09/26 12:46 
k23, 菸粉哭暈在廁所,科興, 218.166.228.49 09/26 12:48 
bkm1, 呼叫我們定宇浩宇兄弟檔 一起批評美國!!!,科興,  119.14.126.72 09/26 12:48 
YOYOBOY, 塔綠班崩潰,科興, 115.165.193.46 09/26 12:49 
RognerLiu, 反觀塔綠班的高端,科興,   1.162.73.240 09/26 12:49 
zego41, 高端原來我才是笑話?,科興,   36.225.80.58 09/26 12:51 
helloman, 這簡單啦 開始叫垃圾側翼洗中共打壓 再來吹捧印尼是全世界最先進的國家 順便嘲笑美國那種落後國家不值得去 信徒也是照單全收啦,科興,  182.233.19.49 09/26 12:52 
guitar0225, 高端宇宙神藥！,科興,  49.216.175.47 09/26 12:52 
s8800892000, 世界不只美國,科興,111.241.115.229 09/26 12:53 
jimmmh888, 4%還不去打科興,科興, 218.161.71.203 09/26 12:54 
easonkid, 把我大高端放哪裡？,科興,    27.242.1.66 09/26 12:56 
kankandara, 幹,科興,  49.216.31.247 09/26 13:00 
hohohoha, 綠渣台高端恐獲米國認證!,科興,  218.173.155.7 09/26 13:00 
katanakiller, 美國爸爸 高端呢,科興, 223.138.57.115 09/26 13:02 
qqq87112, 笑死大內宣過頭 高端一堆不認證,科興, 125.230.89.237 09/26 13:03 
nrxadsl, 高端下一個，讚,科興, 114.24.226.107 09/26 13:03 
RLH, WHO認定的疫苗應該都沒問題,科興,   1.171.212.62 09/26 13:04 
j73596, 4%仔要爭相去中國打疫苗了,科興,    1.168.20.23 09/26 13:06 
Kobelephants, 反觀爛黨疫苗,科興,  180.176.88.58 09/26 13:07 
tmmtilc, 世界不是只有美國 打高端也可以去印尼,科興, 111.82.166.106 09/26 13:07 
arminvanbuur, 綠畜快去打低端,科興,   1.173.171.87 09/26 13:07 
allssddaa, 反觀,科興, 180.217.203.18 09/26 13:10 
KURO1214, 娶印尼女孩回來,科興, 180.217.79.163 09/26 13:10 
UOG7, 樓下塔綠班又要崩潰了,科興,  59.120.142.37 09/26 13:15 
jackycheny, 世界不是只有米國嘻嘻,科興,   1.163.183.97 09/26 13:15 
monkey6, 塔綠班高端仔崩潰狂噓我快笑死,科興,223.140.111.190 09/26 13:18 
good90150, 世界不是只有美國，我們去印尼,科興,  27.242.166.95 09/26 13:25 
besparkling, 塔綠班一堆人說高端是美國技轉所以沒問題，結果被美國爸爸打臉了？,科興,  111.83.202.47 09/26 13:27 
s11811817, 世界不是只有美國 可以去印尼,科興,     1.163.50.7 09/26 13:28 
yyan1218, 塔綠斑拜登舔共仔不意外,科興, 123.194.153.42 09/26 13:31 
ray88076, 高端？,科興,  49.217.202.82 09/26 13:33 
gibbs1286, 哇，真的WHO全開欸,科興,  223.140.46.23 09/26 13:34 
tn601374, 聖蟑士大喊阿拉花媽，然後就爆炸了,科興,  218.161.37.15 09/26 13:39 
Morgan318, 反觀,科興,  180.217.23.26 09/26 13:41 
annie060326, 那就是AZ也可以囉,科興, 180.217.20.247 09/26 13:42 
turbomons, 世界又不只有美國 印尼遠勝美國,科興,  223.136.33.13 09/26 13:42 
polestar0505, 塔綠班快出征啊 笑到往生,科興, 114.137.61.151 09/26 13:45 
i7412375952, az 都還沒確定，標題有給一個問號，五毛會不會太早高潮啊,科興, 220.141.182.89 09/26 13:46 
CSFV, 美國同路人,科興, 140.120.99.151 09/26 13:47 
ldeathkiller, 綠畜崩潰,科興,  111.82.49.190 09/26 13:55 
Tonysun123, 美國粗暴的承認 大可不必,科興,  202.3.161.108 09/26 13:58 
lulumic, 塔綠班的世界只有印尼,科興,  27.240.195.77 09/26 13:58 
snobbish, 台灣人只去印尼啦，美國怕了吧？,科興,   223.140.37.0 09/26 14:01 
catvsdog, 美國爸爸認證科興國藥大於高端 高端聖蟑士要崩潰氣哭惹wwwwwAZ英國的又幾億人打 用膝蓋想都知道穩過 聖蟑士有空還是擔心自己吧XDD,科興,     39.12.6.96 09/26 14:04 
JingJing00, 還沒官方公布,科興, 81.167.117.114 09/26 14:13 
Jerry469, XDDDD,科興,  114.137.52.67 09/26 14:17 
a00049g, 高端：求上車,科興,   39.13.34.103 09/26 14:20 
kbming14, 塔綠班氣哭,科興,   101.9.46.166 09/26 14:23 
windowdoor, 世界不是只有美國啦~~~~~~~~~~~~~~~~~,科興, 111.82.109.168 09/26 14:23 
sanxiao, 可憐高端不被承認,科興,   110.26.34.74 09/26 14:26 
ll6a, 以下開放智障塔綠班崩潰叫人去對岸打科興,科興,   39.12.64.213 09/26 14:29 
wellymac, 反觀高端 QQ,科興,  111.83.198.13 09/26 14:36 
s860134, 好屌 世界不是只有美國,科興,  123.192.17.16 09/26 14:39 
JJJZZs, 反觀,科興, 111.252.92.222 09/26 14:43 
Ahhhhhhhhhh, 高端不如科興真的爛死,科興,  61.227.136.22 09/26 14:46 
Tossdog, 印尼比美國高端,科興,  114.137.13.24 09/26 14:50 
Scott05, 美國技術 美國原料 高端 去哪了,科興,123.192.180.246 09/26 14:51 
loveapple33, 把我們黨的高端疫苗放在哪？終生不入境你邪惡美利堅,科興,   111.251.7.86 09/26 14:57 
leveger0903, 美國跟中國的關係是 部分議題對抗部分議題合作 承認科興國藥是因為美國重回WHO,科興,      1.200.8.2 09/26 15:08 
zanthia99,,科興, 192.19.161.250 09/26 15:10 
hahaxd78, 哈哈哈哈哈哈哈,科興,  27.53.178.144 09/26 15:20 
godchildtw, 高端仔！可憐哪！世界不是只有美國(禁高端仔入境),科興,  60.251.96.130 09/26 15:25 
Osakayo81, 世界不是只有美國,科興,220.136.151.195 09/26 15:25 
jay0215, 嘻嘻，反觀陳時中跟綠營政府繼續貶低看不起美國嘛～,科興,118.167.252.159 09/26 15:28 
pfw, 塔綠班又不會打高端，不用替他們擔心,科興,  180.176.74.15 09/26 15:35 
yongxchen, 活該,科興,   1.165.205.62 09/26 15:38 
c7683fh6, 世界不是只有美國,科興,218.173.147.129 09/26 16:19 
j198811, 科興>az,科興,    42.73.37.19 09/26 16:21 
awaken, 把印尼貼成美國就好了啊,科興,  42.73.185.229 09/26 16:27 
maxwells, 世界又不是只有美國..可我們只有印尼,科興,114.137.102.150 09/26 16:31 
kulololu, 死不認錯 雙標黨,科興,180.176.212.183 09/26 17:48 
jackq, 奇怪高端呢 阿可以去印尼阿,科興,  180.217.7.199 09/26 18:10 
ohrring, 塔綠班：美國是支那同路人,科興,  223.136.33.23 09/26 18:11 
Mazeway, 證實疫苗政策是全球集體失智,科興,  49.216.83.234 09/26 18:32 
jontaxx, 你快去打呀,科興,  118.170.29.99 09/26 18:49 
adifdtd, 美國就中共同路人阿  4%崩潰  ^^,科興,223.137.223.125 09/26 19:00 
nivanar, 又沒明說可以就急著出來捧懶趴,科興, 49.217.121.195 09/26 19:07 
heko77923, 怎麼沒高端,科興,    39.8.98.208 09/26 19:11 
whitelady, 高端笑爛 世界不是只有美國 但是有印尼,科興, 111.249.73.203 09/26 19:17 
dk2ftrmrn, 野雞國家,科興,  49.213.171.10 09/26 19:39 
foxowlcat, 塔綠班快出來譴責啊 中共同路人  欸,科興,   106.1.244.56 09/26 19:39 
Wall62, 反觀世界不只有美國,科興,  27.246.33.113 09/26 20:09 
gm3252, 反觀台灣科興,科興,   42.73.200.35 09/26 20:23 
euudknrs, 高端…,科興, 210.209.137.75 09/26 20:40 
IRPT001, clock,科興,  118.167.81.58 09/26 23:56 
hcshin, 塔綠班趕快出來靠北美國是中共同路人啊,科興, 118.171.68.154 09/27 00:05 
kim1998, 打高端的都不會去美國啦，沒這個需求,科興, 180.217.16.157 09/27 00:12 
SimplePraise, 智障塔綠班怎麼都消音了,科興, 111.81.229.193 09/27 00:40 
auxiliary11, 基進只打國產,科興,  36.239.138.93 09/27 01:34 
tomlucy2000, 笑死 高端仔的悲歌,科興,    101.12.40.8 09/27 08:28 
wolf76er, 世界不是只有印尼,科興,114.136.202.149 09/27 08:58 
a114261, 反觀高端…,科興,    42.72.20.37 09/27 09:27 
wamng, 高端仔不用怕，美國肯定開放高端進美國的，畢竟才70萬人，不像其他疫苗都是數十億劑在打的,科興, 213.173.35.226 09/25 14:35 
DustToDust, 小菸疫苗被打臉,科興, 36.233.227.244 09/25 14:35 
frankexs, 美國人還特地來台灣打高端喔,科興, 27.246.195.221 09/25 15:00 
castjane, 最後反正全都不可能禁止,科興,  220.137.130.1 09/25 14:02 
sdbb, 美國跟不上台灣，看看那確診數，美國根本廢,科興,112.104.153.189 09/25 14:03 
castjane, 不然直接說台灣不能進入啊,科興,  220.137.130.1 09/25 14:03 
AustinRivers, CHO臭臭WHO高端香香,科興, 111.248.253.34 09/25 14:03 
DaBouSer, 邊緣仁都線蟲裝ㄉR,科興,  42.77.181.184 09/25 14:04 
SRadiant, 認不認可跟打不打無關喔，怎麼老愛扯在一起，不管是正方還是反方都一樣,科興, 223.136.195.91 09/25 14:10 
Mazeway, 不防傳染，認不認可都是在做戲,科興, 101.12.101.215 09/25 14:16 
ESPforest, 好的,科興, 36.230.202.113 09/25 13:47 
tidus0818, 塔綠班,科興,   47.75.109.82 09/25 13:47 
YOYOBOY, 4%今天選黨主席？ 我看你是智障都不如,科興,   39.9.228.238 09/25 13:48 
wastetheone, 話好好說,科興, 114.46.154.106 09/25 13:50 
yenlon, 好的，綠畜塔綠班,科興,    39.9.70.101 09/25 13:50 
s9234032, 快笑死 崩潰,科興, 111.248.124.69 09/25 13:51 
SanJoc, 跟五毛不必多聊,科興, 223.139.86.240 09/25 13:51 
imhideji, 就看選出誰 吸藍教是否能吸更多藍票,科興,    101.9.174.9 09/25 13:51 
keyofdejavu, 打高端=沒打疫苖，塔綠班你好,科興, 36.225.242.163 09/25 13:51 
dannyao, 美國不承認崩潰?,科興,    1.171.71.48 09/25 13:51 
keyofdejavu, 所以打高端=沒用,科興, 36.225.242.163 09/25 13:52 
tonyhsie, 打了高端被當成沒打疫苗 塔綠班覺得OK,科興, 220.129.211.70 09/25 13:52 
mido, 好喔 塔綠斑 你打2劑高端後 第3劑打算打甚麼,科興, 218.35.178.242 09/25 13:53 
xxxg00w0, 好的 塔綠班,科興, 223.141.176.12 09/25 13:53 
Linlosehow, 塔綠班真的是這樣想,科興,  61.230.57.184 09/25 13:53 
steed, 好的塔綠班,科興,   218.161.27.1 09/25 13:53 
doubleperson, 綠畜午安,科興,  111.83.86.209 09/25 13:56 
gogorice, 我看其他新聞跟外電是兩個都要不是或耶,科興, 111.249.138.16 09/25 13:58 
EfiwymsiAros, 高端就是屎 跟黨還有黨奴一樣,科興, 114.137.186.90 09/25 13:59 
gogorice, https//tinyurl.com/pt2c79jd,科興, 111.249.138.16 09/25 13:59 
diskelvin, 綠畜就是沒有邏輯可言,科興,  42.77.244.103 09/25 14:02 
Gauss, 高端邏輯,科興, 114.34.218.180 09/25 14:03 
gogorice, 內文都是講will also,科興, 111.249.138.16 09/25 14:03 
stuxxv, 所以你打...?BNT AZ??,科興,  114.27.50.145 09/25 14:05 
SRadiant, 完全接種疫苗，目前的清單是FDA核准的Pfizer、Moderna、嬌生，以及WHO EUL的疫苗(如AZ)喔https//i.imgur.com/2OjzKae.jpg,科興, 223.136.195.91 09/25 14:16 
achiow, 崩潰吧!!塔綠班,科興,   1.200.20.239 09/25 14:19 
tomx, 你罵柯粉，但今天選的是國民黨主席，關柯粉什麼事,科興,  42.77.199.141 09/25 14:19 
U9234030, 好喔 塔綠斑,科興,   49.216.27.56 09/25 14:24 
golden90038, 佐劑根本不能比...,科興,    150.117.3.5 09/25 13:27 
wamng, 塔綠班造謠還少嗎？一條龍造謠，從中央廚房到綠媒到名嘴到網軍，有一整套的SOP,科興, 213.173.35.227 09/25 13:27 
Alieno, 我家人還真的信 也懶得解釋了,科興,  114.24.252.78 09/25 13:28 
rustic5566, 就是在那洗BNT有兩種B1B2的那群滴能兒,科興,   61.231.64.83 09/25 13:28 
wamng, 造謠bnt，從中央官員開始造謠，下面媒體跟進,科興, 213.173.35.227 09/25 13:28 
YingJiou5566, 什麼生化專利專家，笑死，綠狗,科興,  98.42.169.238 09/25 13:29 
AustinRivers, 側翼超多的  無解,科興, 111.248.253.34 09/25 13:29 
substitutor, Subrina?,科興,223.136.231.234 09/25 13:30 
wamng, 要抹紅八卦版，先林偉峰反串，再媒體鼓動，再名代跟進，官員跟進。還好抓到林偉峰，不然我看八卦版會被關。,科興, 213.173.35.227 09/25 13:30 
greensaru, 笑死，塔綠班不意外,科興, 223.137.58.204 09/25 13:31 
rexcool, 感覺就是那個美國教授會講的話,科興,  36.229.235.59 09/25 13:33 
DustToDust, 蠢吱自己都不打的東西 笑死,科興, 36.233.227.244 09/25 13:35 
OrcDaGG, 莎賓娜嗎,科興,  1.165.151.227 09/25 13:36 
samzi, 高端是novavax兄弟 莫德納姊妹,科興,   111.71.4.126 09/25 13:37 
kanjiya, N有棘蛋白鑲嵌技術,科興, 114.36.215.115 09/25 13:38 
Linlosehow,  https//i.imgur.com/lWlBvm4.jpg,科興,  61.230.57.184 09/25 13:39 
loverxa, 所以相信這種東西去打高端的就省得出國丟臉也剛好,科興, 157.107.73.127 09/25 13:42 
rblovetw, Novavax還有專利技術，高端有嗎=.=,科興,  101.9.174.155 09/25 13:52 
needmmmoney, 塔綠班一條龍,科興,223.136.129.222 09/25 14:08 
chenday, 高端是莫德納的雙胞胎兄弟，技術丶原料都,科興,   1.200.25.167 09/25 14:08 
aiuta, 笑死,科興,223.137.110.224 09/25 14:08 
Gauss, https//tfc-taiwan.org.tw/articles/5691,科興, 114.34.218.180 09/25 14:08 
SRadiant, Novavax不是兄弟喔，兄弟是BNT跟Moderna,科興, 223.136.195.91 09/25 14:19 
abadjoke, https//bit.ly/3kF7J7l  真正要算兄弟的確是Novavax 不過有些號稱自己是什麼台灣頂尖生技人的賤畜側翼網軍也搞不懂造謠的時候還搞錯對象這件事我真的忘了畢竟是五月還四月的事情了,科興,  106.154.3.189 09/25 14:26 
garcia, 疫苗圈真亂,科興,  36.235.117.52 09/25 14:32 
ck901372, 那些造謠的都不用被罰300萬，幹垃圾綠畜,科興, 220.129.77.203 09/25 14:37 
tptx6, 傻逼瑞納,科興,   180.177.3.78 09/25 14:41 
yeangigi, === 就算是兄弟，也有一個是天才大臣====== 一個是強制舌穩小女孩被抓的啊 ===舌吻*,科興, 36.225.166.142 09/25 15:59 
lee85313xd, 我還真的看過 但我都當笑話啦,科興,   101.10.47.30 09/25 16:07 
yxl, 高端真正的兄弟是中國的三葉草吧?只是人家也有專利,科興, 223.137.38.208 09/25 16:20 
cmcmcmcm2, 塔綠班就很好笑阿 乾脆說放進針筒的都是兄弟好了 各種套近乎,科興,  114.33.155.86 09/25 17:05 
RAY1203, 高端仔瑟瑟發抖,科興,  114.136.181.8 09/25 18:35 
godchildtw, Sabrina，這帳號已經廢了，翁達瑞是下一個,科興,  114.25.241.88 09/25 21:12 
kanjiya, 有完整數據 跟沒完整數據的產品差很多,科興, 114.36.215.115 09/25 12:38 
junibookye, 被放生了,科興,  219.71.54.201 09/25 12:40 
StylishTrade, 反正全部疫苗都不能防感染,科興,111.249.192.210 09/25 12:40 
a72830044, 是莫德納還是NAX，可以統一一下嗎XD,科興,   1.200.57.149 09/25 12:40 
SRadiant, 這個問題應該要問WHO，而不是美國,科興, 223.136.195.91 09/25 12:40 
StylishTrade, 開放打疫苗的入境根本就練蠱,科興,111.249.192.210 09/25 12:40 
SRadiant, BNT、Moderna孿生兄弟，Novavax技出同門,科興, 223.136.195.91 09/25 12:40 
hcln24, 疫苗是這些大國玩的外交遊戲，高端就算再有用也沒人要理你,科興,    42.75.11.80 09/25 12:41 
jasonpig, 高端不可能被列入的，不然滿街做一半的,科興, 190.197.123.49 09/25 12:41 
leecliff, 美國爸爸：難道你要打高端？嘻嘻,科興,223.137.166.225 09/25 12:41 
jasonpig, 疫苗都要列入了,科興, 190.197.123.49 09/25 12:41 
Anvec, 其實跟啥同門半點關係都沒有疫苗公司手上一堆候選疫苗 不是每個候選都能成為真正的疫苗 半路失敗的很多還是以科學數據說話,科興,124.155.174.232 09/25 12:42 
